0 20 -30
0.05 20.3739 -24.6287
0.1 20.8693 -23.0123
0.15 21.6845 -21.9201
0.2 23.0729 -20.9232
0.25 25.3544 -19.9544
0.3 28.9804 -19.0025
0.35 34.6726 -18.0652
0.4 43.6484 -17.142
0.45 57.7435 -16.2326
0.5 78.0037 -15.3367
0.55 99.1165 -14.4542
0.6 110.341 -13.5848
0.65 112.809 -12.7282
0.7 113.06 -11.8844
0.75 112.64 -11.0532
0.8 111.715 -10.2342
0.85 110.272 -9.42737
0.9 108.391 -8.63245
0.95 106.382 -7.84926
1 104.714 -7.07759
1.05 103.756 -6.31722
1.1 103.51 -5.56793
1.15 103.614 -4.82951
1.2 103.592 -4.1017
1.25 103.122 -3.38425
1.3 102.118 -2.67689
1.35 100.656 -1.97929
1.4 98.8657 -1.29114
1.45 96.8578 -0.612066
1.5 94.7075 0.0583564
1.55 92.4601 0.720589
1.6 90.1435 1.37516
1.65 87.7761 2.02268
1.7 85.3721 2.66382
1.75 82.9434 3.29939
1.8 80.5001 3.93027
1.85 78.0508 4.55751
1.9 75.6032 5.1823
1.95 73.1634 5.80603
2 70.7369 6.43028
2.05 68.3278 7.05689
2.1 65.9393 7.688
2.15 63.5739 8.32609
2.2 61.2333 8.97405
2.25 58.9186 9.63528
2.3 56.63 10.3138
2.35 54.3674 11.0142
2.4 52.13 11.7423
2.45 49.9164 12.5047
2.5 47.7248 13.3097
2.55 45.5523 14.1671
2.6 43.3953 15.0893
2.65 41.2492 16.0917
2.7 39.1075 17.1934
2.75 36.9625 18.4194
2.8 34.8039 19.8013
2.85 32.619 21.3809
2.9 30.3919 23.2133
2.95 28.1033 25.3722
3 25.7306 27.9565
3.05 23.2478 31.0988
3.1 20.627 34.9743
3.15 17.8413 39.8055
3.2 14.8713 45.848
3.25 11.7145 53.3298
3.3 8.40127 62.2956
3.35 5.01193 72.3505
3.4 1.68693 82.4809
3.45 -1.38713 91.3068
3.5 -4.02602 97.7669
3.55 -6.11309 101.595
3.6 -7.63667 103.167
3.65 -8.67348 103.063
3.7 -9.33973 101.79
3.75 -9.74812 99.7011
3.8 -9.98741 97.0331
3.85 -10.1197 93.9471
3.9 -10.1855 90.5632
3.95 -10.2103 86.9774
4 -10.2097 83.2701
4.05 -10.1932 79.5087
4.1 -10.1665 75.7482
4.15 -10.1333 72.0322
4.2 -10.0956 68.3933
4.25 -10.0548 64.8543
4.3 -10.0117 61.43
4.35 -9.96676 58.1282
4.4 -9.92035 54.9517
4.45 -9.87267 51.8996
4.5 -9.82383 48.9678
4.55 -9.77392 46.1506
4.6 -9.723 43.4404
4.65 -9.67109 40.8281
4.7 -9.61822 38.3033
4.75 -9.56439 35.854
4.8 -9.50963 33.4665
4.85 -9.45391 31.1252
4.9 -9.39726 28.813
4.95 -9.33967 26.5112
5 -9.28114 24.2004
5.05 -9.22166 21.8611
5.1 -9.16124 19.4752
5.15 -9.09987 17.0283
5.2 -9.03756 14.5131
5.25 -8.9743 11.9333
5.3 -8.91009 9.30871
5.35 -8.84493 6.67958
5.4 -8.77882 4.10722
5.45 -8.71177 1.6691
5.5 -8.64376 -0.553944
5.55 -8.57481 -2.49517
5.6 -8.50492 -4.11708
5.65 -8.43408 -5.41705
5.7 -8.3623 -6.4218
5.75 -8.28958 -7.17523
5.8 -8.21594 -7.72628
5.85 -8.14136 -8.12059
5.9 -8.06586 -8.39656
5.95 -7.98944 -8.58451
6 -7.91211 -8.70747
6.05 -7.83387 -8.78255
6.1 -7.75473 -8.82227
6.15 -7.6747 -8.83577
6.2 -7.59378 -8.82969
6.25 -7.51199 -8.80887
6.3 -7.42933 -8.77684
6.35 -7.34581 -8.7362
6.4 -7.26144 -8.68884
6.45 -7.17623 -8.63617
6.5 -7.0902 -8.57926
6.55 -7.00335 -8.51886
6.6 -6.9157 -8.45559
6.65 -6.82725 -8.38987
6.7 -6.73803 -8.32206
6.75 -6.64804 -8.25241
6.8 -6.5573 -8.18112
6.85 -6.46582 -8.10834
6.9 -6.37362 -8.03419
6.95 -6.28072 -7.95878
7 -6.18712 -7.88218
7.05 -6.09284 -7.80445
7.1 -5.9979 -7.72564
7.15 -5.90232 -7.64579
7.2 -5.80612 -7.56494
7.25 -5.7093 -7.48311
7.3 -5.61189 -7.40035
7.35 -5.51391 -7.31666
7.4 -5.41537 -7.23207
7.45 -5.3163 -7.14659
7.5 -5.2167 -7.06026
7.55 -5.11661 -6.97308
7.6 -5.01603 -6.88508
7.65 -4.915 -6.79627
7.7 -4.81352 -6.70666
7.75 -4.71162 -6.61627
7.8 -4.60932 -6.52513
7.85 -4.50664 -6.43323
7.9 -4.40359 -6.34062
7.95 -4.3002 -6.24729
8 -4.19649 -6.15327
8.05 -4.09248 -6.05857
8.1 -3.98818 -5.96321
8.15 -3.88362 -5.86722
8.2 -3.77882 -5.7706
8.25 -3.6738 -5.67337
8.3 -3.56857 -5.57556
8.35 -3.46316 -5.47719
8.4 -3.35759 -5.37827
8.45 -3.25187 -5.27882
8.5 -3.14603 -5.17886
8.55 -3.04008 -5.07841
8.6 -2.93405 -4.9775
8.65 -2.82795 -4.87613
8.7 -2.72179 -4.77434
8.75 -2.61561 -4.67214
8.8 -2.50941 -4.56956
8.85 -2.40322 -4.46661
8.9 -2.29704 -4.36332
8.95 -2.1909 -4.2597
9 -2.08482 -4.15578
9.05 -1.9788 -4.05158
9.1 -1.87287 -3.94712
9.15 -1.76704 -3.84242
9.2 -1.66132 -3.7375
9.25 -1.55573 -3.63239
9.3 -1.45029 -3.5271
9.35 -1.345 -3.42165
9.4 -1.23988 -3.31607
9.45 -1.13494 -3.21037
9.5 -1.03019 -3.10458
9.55 -0.925644 -2.99872
9.6 -0.821316 -2.8928
9.65 -0.717212 -2.78685
9.7 -0.613343 -2.68088
9.75 -0.509717 -2.57492
9.8 -0.406344 -2.46898
9.85 -0.303231 -2.36308
9.9 -0.200386 -2.25724
9.95 -0.0978152 -2.15148
10 0.00447466 -2.04582
10.05 0.106478 -1.94027
10.1 0.20819 -1.83485
10.15 0.309606 -1.72958
10.2 0.410721 -1.62447
10.25 0.511534 -1.51954
10.3 0.61204 -1.4148
10.35 0.712238 -1.31026
10.4 0.812126 -1.20596
10.45 0.911704 -1.10188
10.5 1.01097 -0.998057
10.55 1.10993 -0.894494
10.6 1.20857 -0.791205
10.65 1.30691 -0.688202
10.7 1.40494 -0.585495
10.75 1.50267 -0.483097
10.8 1.6001 -0.381016
10.85 1.69723 -0.279263
10.9 1.79406 -0.177847
10.95 1.89061 -0.0767756
11 1.98688 0.0239426
11.05 2.08288 0.1243
11.1 2.1786 0.22429
11.15 2.27407 0.323906
11.2 2.36928 0.423142
11.25 2.46425 0.521993
11.3 2.55898 0.620454
11.35 2.65349 0.71852
11.4 2.74779 0.816189
11.45 2.84188 0.913456
11.5 2.93579 1.01032
11.55 3.02952 1.10678
11.6 3.12308 1.20283
11.65 3.2165 1.29847
11.7 3.30978 1.3937
11.75 3.40294 1.48852
11.8 3.496 1.58293
11.85 3.58898 1.67694
11.9 3.6819 1.77054
11.95 3.77477 1.86373
12 3.86761 1.95652
12.05 3.96045 2.0489
12.1 4.05331 2.14089
12.15 4.14622 2.23249
