0 60 -30 0.001 0.001 0.1 0.1 0.3 0.3
0.05 45.9801 -28.6709 16.7118 50.3108 -4.47846 1.32135 0.297073 0.297073
0.1 38.9551 -25.7174 51.5407 68.9569 -3.90895 1.07882 0.294289 0.294289
0.15 35.1709 -19.9996 84.0296 75.2371 -3.62157 0.625652 0.291641 0.291641
0.2 32.4889 -9.87889 109.901 78.4214 -3.40823 -0.160516 0.289121 0.289122
0.25 30.0348 6.55323 130.721 82.4067 -3.20342 -1.42311 0.286725 0.286725
0.3 27.5223 28.1952 148.692 85.0272 -2.9919 -3.08483 0.284445 0.284445
0.35 24.889 45.3663 165.324 76.2664 -2.77272 -4.501 0.282276 0.282276
0.4 22.1467 51.0046 181.418 57.837 -2.54838 -5.1375 0.280213 0.280212
0.45 19.3265 51.6687 197.3 45.8026 -2.32172 -5.13319 0.27825 0.278249
0.5 16.4607 51.0268 213.034 40.4667 -2.09523 -5.14346 0.276383 0.276382
0.55 13.5775 49.3127 228.544 37.903 -1.87088 -5.32307 0.274607 0.274605
0.6 10.6994 45.8862 243.69 34.9408 -1.65015 -5.81996 0.272918 0.272914
0.65 7.84408 39.6156 258.292 28.4678 -1.43409 -6.89464 0.271311 0.271306
0.7 5.02454 29.3873 272.148 15.384 -1.22342 -8.85155 0.269782 0.269776
0.75 2.25009 15.4212 285.029 -8.22049 -1.01856 -11.7977 0.268328 0.26832
0.8 -0.47306 1.54564 296.667 -36.6864 -0.819723 -15.2376 0.266945 0.266935
0.85 -3.14118 -3.40406 306.747 -46.5606 -0.62696 -17.7076 0.265629 0.265617
0.9 -5.75254 -0.504942 314.889 -33.8819 -0.440178 -17.0887 0.264378 0.264363
0.95 -8.307 3.71827 320.638 -10.048 -0.259192 -14.5404 0.263187 0.26317
1 -10.8058 9.44428 323.461 11.5607 -0.0837332 -12.1218 0.262055 0.262035
1.05 -13.2513 15.7853 322.768 38.7442 0.0865303 -9.74775 0.260978 0.260955
1.1 -15.6471 21.5641 317.96 68.9632 0.251997 -7.60773 0.259954 0.259927
