0 60 -30 0.001 0.001 0.1 0.1 0.1 0.1 0.3 0.3
40.8 -39.1989 -nan -128.708 -nan -101.3 -nan -1.27901 -nan 0.177064 -nan
40.85 -35.5788 -nan -152.693 -nan -121.495 -nan -1.10737 -nan 0.17704 -nan
40.9 -30.7932 -nan -185.765 -nan -149.731 -nan -0.880136 -nan 0.177012 -nan
40.95 -24.2416 -nan -232.835 -nan -190.335 -nan -0.568288 -nan 0.176979 -nan
41 -14.997 -nan -301.308 -nan -249.109 -nan -0.126248 -nan 0.176938 -nan
41.05 -1.8981 -nan -399.095 -nan -328.253 -nan 0.505985 -nan 0.176888 -nan
41.1 15.2356 -nan -518.507 -nan -401 -nan 1.35065 -nan 0.176824 -nan
41.15 32.1919 -nan -593.521 -nan -381.167 -nan 2.22959 -nan 0.176749 -nan
41.2 41.768 -nan -554.338 -nan -278.469 -nan 2.78346 -nan 0.176672 -nan
41.25 44.6444 -nan -509.818 -nan -259.714 -nan 2.91253 -nan 0.176593 -nan
41.3 45.0388 -nan -523.332 -nan -296.898 -nan 2.88588 -nan 0.176513 -nan
41.35 44.5274 -nan -559.95 -nan -331.314 -nan 2.84994 -nan 0.176433 -nan
41.4 43.5607 -nan -604.71 -nan -356.118 -nan 2.8228 -nan 0.176348 -nan
41.45 42.2881 -nan -653.607 -nan -370.659 -nan 2.8078 -nan 0.176257 -nan
41.5 40.7639 -nan -705.058 -nan -373.182 -nan 2.80874 -nan 0.17616 -nan
41.55 39.0049 -nan -758.09 -nan -360.921 -nan 2.83044 -nan 0.176055 -nan
41.6 37.0107 -nan -811.964 -nan -330.616 -nan 2.87816 -nan 0.175941 -nan
41.65 34.7733 -nan -866.088 -nan -278.913 -nan 2.95711 -nan 0.175819 -nan
41.7 32.2828 -nan -919.996 -nan -202.699 -nan 3.07204 -nan 0.175688 -nan
41.75 29.5308 -nan -973.335 -nan -99.381 -nan 3.22686 -nan 0.175547 -nan
41.8 26.5144 -nan -1025.85 -nan 32.8786 -nan 3.42425 -nan 0.175395 -nan
41.85 23.2383 -nan -1077.37 -nan 194.951 -nan 3.66542 -nan 0.175231 -nan
41.9 19.7169 -nan -1127.82 -nan 386.565 -nan 3.94983 -nan 0.175056 -nan
41.95 15.9767 -nan -1177.14 -nan 606.163 -nan 4.27497 -nan 0.174868 -nan
42 12.0568 -nan -1225.37 -nan 850.792 -nan 4.63625 -nan 0.174667 -nan
42.05 8.01004 -nan -1272.53 -nan 1116.07 -nan 5.02692 -nan 0.174451 -nan
42.1 3.90123 -nan -1318.68 -nan 1396.29 -nan 5.43828 -nan 0.174221 -nan
42.15 -0.186786 -nan -1363.87 -nan 1683.38 -nan 5.85851 -nan 0.173976 -nan
42.2 -4.14886 -nan -1408.2 -nan 1966.56 -nan 6.27245 -nan 0.173716 -nan
42.25 -7.85836 -nan -1451.86 -nan 2232.55 -nan 6.66191 -nan 0.17344 -nan
42.3 -11.1581 -nan -1495.21 -nan 2463.66 -nan 7.00375 -nan 0.17315 -nan
42.35 -13.8412 -nan -1539.19 -nan 2633.97 -nan 7.26563 -nan 0.172845 -nan
42.4 -15.6465 -nan -1585.17 -nan 2707.15 -nan 7.40251 -nan 0.172528 -nan
42.45 -16.3526 -nan -1633.23 -nan 2650.08 -nan 7.36689 -nan 0.172199 -nan
42.5 -16.02 -nan -1679.15 -nan 2470.85 -nan 7.14798 -nan 0.171863 -nan
42.55 -15.0458 -nan -1717.54 -nan 2227.64 -nan 6.80285 -nan 0.171523 -nan
42.6 -13.8583 -nan -1748.16 -nan 1978.64 -nan 6.41803 -nan 0.171183 -nan
42.65 -12.7122 -nan -1774.02 -nan 1751.75 -nan 6.05147 -nan 0.170845 -nan
42.7 -11.7098 -nan -1797.62 -nan 1553.43 -nan 5.72451 -nan 0.170509 -nan
42.75 -10.8699 -nan -1820.19 -nan 1381.12 -nan 5.43824 -nan 0.170176 -nan
42.8 -10.1841 -nan -1842.29 -nan 1231.73 -nan 5.18915 -nan 0.169844 -nan
42.85 -9.62951 -nan -1864.06 -nan 1100.98 -nan 4.97105 -nan 0.169513 -nan
42.9 -9.18023 -nan -1885.53 -nan 985.036 -nan 4.77789 -nan 0.169182 -nan
42.95 -8.81215 -nan -1906.62 -nan 880.738 -nan 4.60449 -nan 0.168852 -nan
43 -8.48685 -nan -1927.16 -nan 782.307 -nan 4.44236 -nan 0.168522 -nan
43.05 -8.16043 -nan -1946.95 -nan 684.204 -nan 4.28295 -nan 0.168191 -nan
43.1 -7.79782 -nan -1965.85 -nan 582.825 -nan 4.12018 -nan 0.16786 -nan
43.15 -7.37522 -nan -1983.73 -nan 475.92 -nan 3.95004 -nan 0.167529 -nan
43.2 -6.8786 -nan -2000.47 -nan 362.213 -nan 3.77011 -nan 0.167198 -nan
43.25 -6.30232 -nan -2015.95 -nan 241.236 -nan 3.57928 -nan 0.166867 -nan
43.3 -5.6481 -nan -2030.07 -nan 113.237 -nan 3.37752 -nan 0.166538 -nan
43.35 -4.92431 -nan -2042.73 -nan -20.8834 -nan 3.1658 -nan 0.16621 -nan
43.4 -4.14532 -nan -2053.83 -nan -159.634 -nan 2.94601 -nan 0.165884 -nan
43.45 -3.33066 -nan -2063.28 -nan -301.017 -nan 2.72077 -nan 0.16556 -nan
43.5 -2.50401 -nan -2071.02 -nan -442.642 -nan 2.49333 -nan 0.165239 -nan
43.55 -1.6919 -nan -2076.99 -nan -581.868 -nan 2.26733 -nan 0.16492 -nan
43.6 -0.922092 -nan -2081.15 -nan -715.976 -nan 2.04657 -nan 0.164605 -nan
43.65 -0.221879 -nan -2083.48 -nan -842.346 -nan 1.83475 -nan 0.164294 -nan
43.7 0.38361 -nan -2083.97 -nan -958.637 -nan 1.63521 -nan 0.163986 -nan
43.75 0.872958 -nan -2082.63 -nan -1062.94 -nan 1.45067 -nan 0.163681 -nan
43.8 1.22967 -nan -2079.47 -nan -1153.88 -nan 1.2831 -nan 0.16338 -nan
43.85 1.44294 -nan -2074.5 -nan -1230.69 -nan 1.13359 -nan 0.163082 -nan
43.9 1.50787 -nan -2067.73 -nan -1293.25 -nan 1.0023 -nan 0.162788 -nan
43.95 1.42518 -nan -2059.14 -nan -1341.98 -nan 0.888551 -nan 0.162497 -nan
44 1.20037 -nan -2048.7 -nan -1377.78 -nan 0.79091 -nan 0.162209 -nan
44.05 0.84255 -nan -2036.36 -nan -1401.92 -nan 0.707387 -nan 0.161924 -nan
44.1 0.362975 -nan -2022.04 -nan -1415.87 -nan 0.635631 -nan 0.161642 -nan
44.15 -0.22647 -nan -2005.62 -nan -1421.14 -nan 0.573137 -nan 0.161363 -nan
44.2 -0.914658 -nan -1986.97 -nan -1419.17 -nan 0.517442 -nan 0.161087 -nan
44.25 -1.69235 -nan -1965.9 -nan -1411.24 -nan 0.466265 -nan 0.160814 -nan
44.3 -2.553 -nan -1942.21 -nan -1398.36 -nan 0.417602 -nan 0.160544 -nan
44.35 -3.49323 -nan -1915.68 -nan -1381.29 -nan 0.369767 -nan 0.160278 -nan
44.4 -4.51298 -nan -1886.03 -nan -1360.53 -nan 0.321374 -nan 0.160016 -nan
44.45 -5.61558 -nan -1852.97 -nan -1336.34 -nan 0.271291 -nan 0.159758 -nan
44.5 -6.80768 -nan -1816.12 -nan -1308.78 -nan 0.218568 -nan 0.159504 -nan
44.55 -8.09926 -nan -1775.09 -nan -1277.71 -nan 0.16236 -nan 0.159255 -nan
44.6 -9.50388 -nan -1729.37 -nan -1242.87 -nan 0.101845 -nan 0.159012 -nan
44.65 -11.0389 -nan -1678.36 -nan -1203.86 -nan 0.0361496 -nan 0.158776 -nan
44.7 -12.7264 -nan -1621.34 -nan -1160.12 -nan -0.0357155 -nan 0.158546 -nan
44.75 -14.5933 -nan -1557.45 -nan -1110.99 -nan -0.114919 -nan 0.158324 -nan
44.8 -16.6733 -nan -1485.64 -nan -1055.63 -nan -0.202866 -nan 0.15811 -nan
44.85 -19.0067 -nan -1404.69 -nan -993.105 -nan -0.30124 -nan 0.157906 -nan
44.9 -21.6416 -nan -1313.21 -nan -922.346 -nan -0.412019 -nan 0.157713 -nan
44.95 -24.6323 -nan -1209.77 -nan -842.316 -nan -0.537436 -nan 0.157533 -nan
45 -28.0355 -nan -1093.09 -nan -752.23 -nan -0.679792 -nan 0.157365 -nan
45.05 -31.9002 -nan -962.547 -nan -652.033 -nan -0.841037 -nan 0.157214 -nan
45.1 -36.2482 -nan -819.016 -nan -543.175 -nan -1.02193 -nan 0.157079 -nan
45.15 -41.0418 -nan -666.128 -nan -429.61 -nan -1.22074 -nan 0.156963 -nan
45.2 -46.1448 -nan -511.49 -nan -318.447 -nan -1.43162 -nan 0.156866 -nan
45.25 -51.2974 -nan -366.701 -nan -219.125 -nan -1.64383 -nan 0.156788 -nan
45.3 -56.1445 -nan -244.537 -nan -140.207 -nan -1.84313 -nan 0.156726 -nan
45.35 -60.3352 -nan -153.512 -nan -85.3026 -nan -2.01578 -nan 0.156678 -nan
45.4 -63.6451 -nan -93.7835 -nan -51.6916 -nan -2.15291 -nan 0.156641 -nan
45.45 -66.0401 -nan -58.4867 -nan -32.9766 -nan -2.25261 -nan 0.15661 -nan
45.5 -67.644 -nan -38.8119 -nan -22.8928 -nan -2.31928 -nan 0.156584 -nan
45.55 -68.6538 -nan -27.8686 -nan -17.2584 -nan -2.36084 -nan 0.156562 -nan
45.6 -69.2622 -nan -21.5069 -nan -13.8562 -nan -2.38549 -nan 0.156541 -nan
45.65 -69.6185 -nan -17.5483 -nan -11.6279 -nan -2.39964 -nan 0.156521 -nan
45.7 -69.8233 -nan -14.9058 -nan -10.0688 -nan -2.4076 -nan 0.156502 -nan
45.75 -69.9386 -nan -13.0332 -nan -8.92372 -nan -2.41194 -nan 0.156484 -nan
45.8 -70.0008 -nan -11.6451 -nan -8.05365 -nan -2.41416 -nan 0.156467 -nan
45.85 -70.0306 -nan -10.583 -nan -7.37705 -nan -2.41509 -nan 0.156451 -nan
45.9 -70.04 -nan -9.75289 -nan -6.84281 -nan -2.4152 -nan 0.156435 -nan
45.95 -70.0356 -nan -9.09521 -nan -6.41689 -nan -2.41476 -nan 0.15642 -nan
46 -70.0215 -nan -8.56985 -nan -6.07548 -nan -2.41394 -nan 0.156405 -nan
46.05 -70.0001 -nan -8.14843 -nan -5.80122 -nan -2.41282 -nan 0.156391 -nan
46.1 -69.9728 -nan -7.81005 -nan -5.58106 -nan -2.41146 -nan 0.156377 -nan
46.15 -69.9408 -nan -7.53886 -nan -5.40495 -nan -2.40992 -nan 0.156363 -nan
46.2 -69.9048 -nan -7.32259 -nan -5.26501 -nan -2.40822 -nan 0.15635 -nan
46.25 -69.8651 -nan -7.15158 -nan -5.15499 -nan -2.40637 -nan 0.156337 -nan
46.3 -69.8224 -nan -7.01813 -nan -5.0699 -nan -2.4044 -nan 0.156325 -nan
46.35 -69.7767 -nan -6.91603 -nan -5.00569 -nan -2.40231 -nan 0.156313 -nan
46.4 -69.7284 -nan -6.84027 -nan -4.95907 -nan -2.40012 -nan 0.156301 -nan
46.45 -69.6776 -nan -6.78677 -nan -4.92735 -nan -2.39784 -nan 0.156289 -nan
46.5 -69.6245 -nan -6.75219 -nan -4.90834 -nan -2.39545 -nan 0.156278 -nan
46.55 -69.5692 -nan -6.73377 -nan -4.90023 -nan -2.39299 -nan 0.156267 -nan
46.6 -69.5118 -nan -6.72927 -nan -4.90153 -nan -2.39043 -nan 0.156256 -nan
46.65 -69.4523 -nan -6.73682 -nan -4.91101 -nan -2.3878 -nan 0.156246 -nan
46.7 -69.3909 -nan -6.7549 -nan -4.92767 -nan -2.38509 -nan 0.156235 -nan
46.75 -69.3274 -nan -6.78225 -nan -4.95068 -nan -2.38229 -nan 0.156225 -nan
46.8 -69.2621 -nan -6.81782 -nan -4.97934 -nan -2.37943 -nan 0.156215 -nan
46.85 -69.1948 -nan -6.86075 -nan -5.01309 -nan -2.37648 -nan 0.156205 -nan
46.9 -69.1257 -nan -6.91036 -nan -5.05148 -nan -2.37346 -nan 0.156195 -nan
46.95 -69.0546 -nan -6.96608 -nan -5.09414 -nan -2.37037 -nan 0.156186 -nan
47 -68.9817 -nan -7.02743 -nan -5.14076 -nan -2.3672 -nan 0.156177 -nan
47.05 -68.907 -nan -7.09406 -nan -5.1911 -nan -2.36395 -nan 0.156167 -nan
47.1 -68.8303 -nan -7.16566 -nan -5.24498 -nan -2.36063 -nan 0.156158 -nan
47.15 -68.7517 -nan -7.24203 -nan -5.30226 -nan -2.35723 -nan 0.156149 -nan
47.2 -68.6712 -nan -7.32299 -nan -5.36282 -nan -2.35375 -nan 0.15614 -nan
47.25 -68.5887 -nan -7.40841 -nan -5.42661 -nan -2.35019 -nan 0.156132 -nan
47.3 -68.5043 -nan -7.49823 -nan -5.49358 -nan -2.34656 -nan 0.156123 -nan
47.35 -68.4179 -nan -7.5924 -nan -5.56371 -nan -2.34284 -nan 0.156115 -nan
47.4 -68.3295 -nan -7.69092 -nan -5.63701 -nan -2.33904 -nan 0.156106 -nan
47.45 -68.239 -nan -7.7938 -nan -5.7135 -nan -2.33516 -nan 0.156098 -nan
47.5 -68.1464 -nan -7.90109 -nan -5.79323 -nan -2.33119 -nan 0.15609 -nan
47.55 -68.0518 -nan -8.01286 -nan -5.87624 -nan -2.32714 -nan 0.156081 -nan
47.6 -67.9549 -nan -8.12921 -nan -5.96263 -nan -2.323 -nan 0.156073 -nan
47.65 -67.8558 -nan -8.25024 -nan -6.05247 -nan -2.31876 -nan 0.156065 -nan
47.7 -67.7545 -nan -8.37609 -nan -6.14586 -nan -2.31444 -nan 0.156057 -nan
47.75 -67.651 -nan -8.50689 -nan -6.24292 -nan -2.31002 -nan 0.156049 -nan
47.8 -67.545 -nan -8.64283 -nan -6.34378 -nan -2.30551 -nan 0.156041 -nan
47.85 -67.4367 -nan -8.78407 -nan -6.44858 -nan -2.3009 -nan 0.156034 -nan
47.9 -67.3259 -nan -8.93083 -nan -6.55746 -nan -2.29619 -nan 0.156026 -nan
47.95 -67.2127 -nan -9.08331 -nan -6.6706 -nan -2.29137 -nan 0.156018 -nan
48 -67.0969 -nan -9.24176 -nan -6.78817 -nan -2.28645 -nan 0.15601 -nan
48.05 -66.9784 -nan -9.40642 -nan -6.91035 -nan -2.28142 -nan 0.156003 -nan
48.1 -66.8573 -nan -9.57758 -nan -7.03737 -nan -2.27629 -nan 0.155995 -nan
48.15 -66.7334 -nan -9.75551 -nan -7.16943 -nan -2.27103 -nan 0.155987 -nan
48.2 -66.6067 -nan -9.94054 -nan -7.30677 -nan -2.26567 -nan 0.15598 -nan
48.25 -66.4772 -nan -10.133 -nan -7.44965 -nan -2.26018 -nan 0.155972 -nan
48.3 -66.3446 -nan -10.3332 -nan -7.59833 -nan -2.25457 -nan 0.155965 -nan
48.35 -66.209 -nan -10.5417 -nan -7.75311 -nan -2.24883 -nan 0.155957 -nan
48.4 -66.0702 -nan -10.7587 -nan -7.91429 -nan -2.24297 -nan 0.155949 -nan
48.45 -65.9282 -nan -10.9847 -nan -8.0822 -nan -2.23697 -nan 0.155942 -nan
48.5 -65.7828 -nan -11.2202 -nan -8.2572 -nan -2.23083 -nan 0.155934 -nan
48.55 -65.634 -nan -11.4657 -nan -8.43966 -nan -2.22455 -nan 0.155927 -nan
48.6 -65.4816 -nan -11.7218 -nan -8.63001 -nan -2.21812 -nan 0.155919 -nan
48.65 -65.3255 -nan -11.989 -nan -8.82867 -nan -2.21154 -nan 0.155912 -nan
48.7 -65.1657 -nan -12.2679 -nan -9.03613 -nan -2.20481 -nan 0.155904 -nan
48.75 -65.0018 -nan -12.5592 -nan -9.25288 -nan -2.1979 -nan 0.155897 -nan
48.8 -64.8339 -nan -12.8638 -nan -9.47948 -nan -2.19083 -nan 0.155889 -nan
48.85 -64.6617 -nan -13.1822 -nan -9.71653 -nan -2.18359 -nan 0.155882 -nan
48.9 -64.4851 -nan -13.5154 -nan -9.96466 -nan -2.17616 -nan 0.155874 -nan
48.95 -64.3039 -nan -13.8644 -nan -10.2246 -nan -2.16854 -nan 0.155866 -nan
49 -64.1179 -nan -14.2301 -nan -10.497 -nan -2.16072 -nan 0.155859 -nan
49.05 -63.9268 -nan -14.6135 -nan -10.7828 -nan -2.15269 -nan 0.155851 -nan
49.1 -63.7306 -nan -15.0159 -nan -11.0829 -nan -2.14445 -nan 0.155843 -nan
49.15 -63.5288 -nan -15.4386 -nan -11.3982 -nan -2.13598 -nan 0.155836 -nan
49.2 -63.3212 -nan -15.8829 -nan -11.7298 -nan -2.12727 -nan 0.155828 -nan
49.25 -63.1076 -nan -16.3505 -nan -12.079 -nan -2.11831 -nan 0.15582 -nan
49.3 -62.8877 -nan -16.843 -nan -12.4468 -nan -2.10908 -nan 0.155812 -nan
49.35 -62.661 -nan -17.3623 -nan -12.8349 -nan -2.09958 -nan 0.155804 -nan
49.4 -62.4271 -nan -17.9104 -nan -13.2448 -nan -2.08978 -nan 0.155796 -nan
49.45 -62.1857 -nan -18.4896 -nan -13.6782 -nan -2.07967 -nan 0.155788 -nan
49.5 -61.9363 -nan -19.1025 -nan -14.1371 -nan -2.06922 -nan 0.15578 -nan
49.55 -61.6784 -nan -19.7519 -nan -14.6236 -nan -2.05843 -nan 0.155772 -nan
49.6 -61.4114 -nan -20.4409 -nan -15.1402 -nan -2.04725 -nan 0.155764 -nan
49.65 -61.1346 -nan -21.1731 -nan -15.6895 -nan -2.03568 -nan 0.155756 -nan
49.7 -60.8474 -nan -21.9524 -nan -16.2747 -nan -2.02366 -nan 0.155747 -nan
49.75 -60.5489 -nan -22.7833 -nan -16.8992 -nan -2.01119 -nan 0.155739 -nan
49.8 -60.2383 -nan -23.6709 -nan -17.567 -nan -1.99821 -nan 0.15573 -nan
49.85 -59.9145 -nan -24.6211 -nan -18.2824 -nan -1.98468 -nan 0.155722 -nan
49.9 -59.5764 -nan -25.6403 -nan -19.0508 -nan -1.97056 -nan 0.155713 -nan
49.95 -59.2227 -nan -26.7363 -nan -19.878 -nan -1.95579 -nan 0.155704 -nan
50 -58.8518 -nan -27.9178 -nan -20.7709 -nan -1.94032 -nan 0.155695 -nan
50.05 -58.4622 -nan -29.1951 -nan -21.7374 -nan -1.92406 -nan 0.155686 -nan
50.1 -58.0517 -nan -30.58 -nan -22.7871 -nan -1.90694 -nan 0.155676 -nan
50.15 -57.6181 -nan -32.0866 -nan -23.9308 -nan -1.88886 -nan 0.155667 -nan
50.2 -57.1587 -nan -33.7316 -nan -25.182 -nan -1.86972 -nan 0.155657 -nan
50.25 -56.6702 -nan -35.5348 -nan -26.5561 -nan -1.84936 -nan 0.155647 -nan
50.3 -56.1489 -nan -37.5201 -nan -28.0725 -nan -1.82765 -nan 0.155637 -nan
50.35 -55.5903 -nan -39.7166 -nan -29.7542 -nan -1.80439 -nan 0.155627 -nan
50.4 -54.9888 -nan -42.1597 -nan -31.6299 -nan -1.77935 -nan 0.155616 -nan
50.45 -54.3378 -nan -44.8936 -nan -33.7352 -nan -1.75226 -nan 0.155605 -nan
50.5 -53.6289 -nan -47.9735 -nan -36.1151 -nan -1.72276 -nan 0.155594 -nan
50.55 -52.8518 -nan -51.4694 -nan -38.8269 -nan -1.69044 -nan 0.155582 -nan
50.6 -51.9934 -nan -55.4716 -nan -41.945 -nan -1.65475 -nan 0.15557 -nan
50.65 -51.0368 -nan -60.098 -nan -45.5673 -nan -1.61498 -nan 0.155557 -nan
50.7 -49.9601 -nan -65.5052 -nan -49.825 -nan -1.57023 -nan 0.155544 -nan
50.75 -48.7339 -nan -71.9058 -nan -54.8978 -nan -1.51927 -nan 0.15553 -nan
50.8 -47.3185 -nan -79.5935 -nan -61.0365 -nan -1.46045 -nan 0.155515 -nan
50.85 -45.6586 -nan -88.9846 -nan -68.6007 -nan -1.39146 -nan 0.155499 -nan
50.9 -43.6753 -nan -100.684 -nan -78.1188 -nan -1.30903 -nan 0.155481 -nan
50.95 -41.2533 -nan -115.594 -nan -90.3899 -nan -1.20832 -nan 0.155463 -nan
51 -38.218 -nan -135.104 -nan -106.656 -nan -1.08205 -nan 0.155442 -nan
51.05 -34.2985 -nan -161.405 -nan -128.895 -nan -0.918833 -nan 0.155418 -nan
51.1 -29.0632 -nan -198.023 -nan -160.277 -nan -0.700463 -nan 0.15539 -nan
51.15 -21.8236 -nan -250.576 -nan -205.656 -nan -0.397614 -nan 0.155357 -nan
51.2 -11.5507 -nan -327.11 -nan -270.786 -nan 0.034508 -nan 0.155317 -nan
51.25 2.84764 -nan -433.794 -nan -353.404 -nan 0.647369 -nan 0.155265 -nan
51.3 20.655 -nan -550.439 -nan -409.027 -nan 1.42617 -nan 0.155201 -nan
51.35 35.9961 -nan -592.507 -nan -351.703 -nan 2.14293 -nan 0.155128 -nan
51.4 43.0808 -nan -534.694 -nan -260.491 -nan 2.50858 -nan 0.155055 -nan
51.45 44.9109 -nan -509.478 -nan -269.394 -nan 2.55362 -nan 0.154979 -nan
51.5 44.9507 -nan -532.883 -nan -308.063 -nan 2.52305 -nan 0.154904 -nan
51.55 44.2775 -nan -572.686 -nan -339.702 -nan 2.49327 -nan 0.154827 -nan
51.6 43.2103 -nan -618.918 -nan -361.553 -nan 2.47224 -nan 0.154745 -nan
51.65 41.8594 -nan -668.699 -nan -372.754 -nan 2.46274 -nan 0.154657 -nan
51.7 40.2645 -nan -720.708 -nan -371.191 -nan 2.46841 -nan 0.154562 -nan
51.75 38.4359 -nan -774.06 -nan -353.904 -nan 2.49365 -nan 0.15446 -nan
51.8 36.3703 -nan -828.064 -nan -317.564 -nan 2.54308 -nan 0.15435 -nan
51.85 34.0585 -nan -882.167 -nan -258.859 -nan 2.62122 -nan 0.154232 -nan
51.9 31.4906 -nan -935.937 -nan -174.801 -nan 2.73201 -nan 0.154104 -nan
51.95 28.6597 -nan -989.052 -nan -62.9988 -nan 2.8786 -nan 0.153967 -nan
52 25.5649 -nan -1041.29 -nan 78.1179 -nan 3.06297 -nan 0.15382 -nan
52.05 22.2134 -nan -1092.49 -nan 249.098 -nan 3.28572 -nan 0.153661 -nan
52.1 18.6233 -nan -1142.61 -nan 449.301 -nan 3.54588 -nan 0.153491 -nan
52.15 14.8245 -nan -1191.6 -nan 676.761 -nan 3.8407 -nan 0.153309 -nan
52.2 10.8603 -nan -1239.5 -nan 928.098 -nan 4.16557 -nan 0.153114 -nan
52.25 6.78744 -nan -1286.36 -nan 1198.51 -nan 4.51401 -nan 0.152905 -nan
52.3 2.67372 -nan -1332.21 -nan 1481.97 -nan 4.87793 -nan 0.152682 -nan
52.35 -1.3916 -nan -1377.11 -nan 1769.47 -nan 5.24598 -nan 0.152445 -nan
52.4 -5.29581 -nan -1421.21 -nan 2049.39 -nan 5.60399 -nan 0.152194 -nan
52.45 -8.90477 -nan -1464.71 -nan 2307.51 -nan 5.935 -nan 0.151928 -nan
52.5 -12.0485 -nan -1508.12 -nan 2524.12 -nan 6.2168 -nan 0.151649 -nan
52.55 -14.5018 -nan -1552.55 -nan 2670.04 -nan 6.41779 -nan 0.151356 -nan
52.6 -15.9966 -nan -1599.31 -nan 2707.03 -nan 6.49578 -nan 0.151052 -nan
52.65 -16.3666 -nan -1647.42 -nan 2609.66 -nan 6.41401 -nan 0.150738 -nan
52.7 -15.7884 -nan -1691.53 -nan 2403.49 -nan 6.1801 -nan 0.150418 -nan
52.75 -14.7077 -nan -1727.39 -nan 2153.12 -nan 5.85831 -nan 0.150096 -nan
52.8 -13.5106 -nan -1756.23 -nan 1908.63 -nan 5.52096 -nan 0.149775 -nan
52.85 -12.3991 -nan -1781.19 -nan 1689.9 -nan 5.20827 -nan 0.149456 -nan
52.9 -11.4439 -nan -1804.38 -nan 1499.59 -nan 4.93196 -nan 0.14914 -nan
52.95 -10.6516 -nan -1826.77 -nan 1334.56 -nan 4.69089 -nan 0.148826 -nan
53 -10.0078 -nan -1848.76 -nan 1191.19 -nan 4.48094 -nan 0.148513 -nan
53.05 -9.4877 -nan -1870.45 -nan 1065.28 -nan 4.29655 -nan 0.148201 -nan
53.1 -9.06546 -nan -1891.81 -nan 953.157 -nan 4.1326 -nan 0.14789 -nan
53.15 -8.71791 -nan -1912.78 -nan 851.864 -nan 3.98481 -nan 0.147579 -nan
53.2 -8.40118 -nan -1933.11 -nan 754.58 -nan 3.84456 -nan 0.147268 -nan
53.25 -8.07167 -nan -1952.66 -nan 656.295 -nan 3.70487 -nan 0.146957 -nan
53.3 -7.69742 -nan -1971.29 -nan 553.895 -nan 3.56101 -nan 0.146645 -nan
53.35 -7.2576 -nan -1988.85 -nan 445.448 -nan 3.40993 -nan 0.146334 -nan
53.4 -6.74076 -nan -2005.24 -nan 329.93 -nan 3.24988 -nan 0.146023 -nan
53.45 -6.1435 -nan -2020.35 -nan 207.089 -nan 3.08018 -nan 0.145713 -nan
53.5 -5.46951 -nan -2034.06 -nan 77.3649 -nan 2.90107 -nan 0.145405 -nan
53.55 -4.72897 -nan -2046.29 -nan -58.1636 -nan 2.71365 -nan 0.145097 -nan
53.6 -3.93781 -nan -2056.93 -nan -197.851 -nan 2.51976 -nan 0.144792 -nan
53.65 -3.11688 -nan -2065.9 -nan -339.574 -nan 2.32186 -nan 0.144489 -nan
53.7 -2.29085 -nan -2073.14 -nan -480.851 -nan 2.12292 -nan 0.144189 -nan
53.75 -1.4868 -nan -2078.6 -nan -618.997 -nan 1.92619 -nan 0.143892 -nan
53.8 -0.732601 -nan -2082.23 -nan -751.295 -nan 1.73498 -nan 0.143598 -nan
53.85 -0.0551772 -nan -2084.04 -nan -875.18 -nan 1.55246 -nan 0.143307 -nan
53.9 0.521171 -nan -2084 -nan -988.41 -nan 1.38142 -nan 0.14302 -nan
53.95 0.976234 -nan -2082.14 -nan -1089.21 -nan 1.22406 -nan 0.142737 -nan
54 1.29499 -nan -2078.46 -nan -1176.37 -nan 1.08191 -nan 0.142456 -nan
54.05 1.46823 -nan -2072.97 -nan -1249.29 -nan 0.955665 -nan 0.142179 -nan
54.1 1.49264 -nan -2065.68 -nan -1308.01 -nan 0.845273 -nan 0.141906 -nan
54.15 1.37036 -nan -2056.56 -nan -1353.09 -nan 0.749932 -nan 0.141635 -nan
54.2 1.10802 -nan -2045.58 -nan -1385.55 -nan 0.66824 -nan 0.141367 -nan
54.25 0.71548 -nan -2032.68 -nan -1406.73 -nan 0.598346 -nan 0.141103 -nan
54.3 0.204338 -nan -2017.77 -nan -1418.13 -nan 0.53814 -nan 0.140841 -nan
54.35 -0.413586 -nan -2000.72 -nan -1421.26 -nan 0.485427 -nan 0.140582 -nan
54.4 -1.12757 -nan -1981.39 -nan -1417.52 -nan 0.438087 -nan 0.140326 -nan
54.45 -1.92905 -nan -1959.59 -nan -1408.1 -nan 0.394189 -nan 0.140073 -nan
54.5 -2.81231 -nan -1935.12 -nan -1393.98 -nan 0.35206 -nan 0.139823 -nan
54.55 -3.77487 -nan -1907.72 -nan -1375.83 -nan 0.310302 -nan 0.139576 -nan
54.6 -4.81763 -nan -1877.13 -nan -1354.08 -nan 0.267773 -nan 0.139333 -nan
54.65 -5.94483 -nan -1843.02 -nan -1328.94 -nan 0.223538 -nan 0.139095 -nan
54.7 -7.16406 -nan -1805.03 -nan -1300.39 -nan 0.1768 -nan 0.138861 -nan
54.75 -8.48629 -nan -1762.71 -nan -1268.28 -nan 0.126834 -nan 0.138632 -nan
54.8 -9.92611 -nan -1715.54 -nan -1232.3 -nan 0.0729198 -nan 0.138408 -nan
54.85 -11.5021 -nan -1662.89 -nan -1192 -nan 0.0142732 -nan 0.13819 -nan
54.9 -13.2377 -nan -1604.01 -nan -1146.8 -nan -0.0500059 -nan 0.137979 -nan
54.95 -15.1617 -nan -1537.97 -nan -1095.98 -nan -0.120988 -nan 0.137776 -nan
