0 60 -30 0.001 0.001 0.1 0.1 0.1 0.1 0.3 0.3
95.5 -8.72751 -nan -1754.82 -nan -1262.28 -nan 0.0629485 -nan 0.0740772 -nan
95.55 -10.1895 -nan -1706.75 -nan -1225.59 -nan 0.0337152 -nan 0.0739379 -nan
95.6 -11.7913 -nan -1653.09 -nan -1184.49 -nan 0.00189207 -nan 0.0738028 -nan
95.65 -13.5573 -nan -1593.04 -nan -1138.37 -nan -0.0330147 -nan 0.0736722 -nan
95.7 -15.5174 -nan -1525.65 -nan -1086.49 -nan -0.0715942 -nan 0.0735468 -nan
95.75 -17.708 -nan -1449.81 -nan -1027.97 -nan -0.114555 -nan 0.0734271 -nan
95.8 -20.1733 -nan -1364.21 -nan -961.801 -nan -0.162741 -nan 0.0733138 -nan
95.85 -22.9642 -nan -1267.43 -nan -886.913 -nan -0.217131 -nan 0.0732076 -nan
95.9 -26.1371 -nan -1158.05 -nan -802.339 -nan -0.27879 -nan 0.0731095 -nan
95.95 -29.7468 -nan -1035.02 -nan -707.553 -nan -0.348744 -nan 0.0730193 -nan
96 -33.8331 -nan -898.278 -nan -603.075 -nan -0.427697 -nan 0.0729367 -nan
96.05 -38.3951 -nan -749.784 -nan -491.378 -nan -0.515575 -nan 0.0728656 -nan
96.1 -43.3548 -nan -594.877 -nan -377.84 -nan -0.610796 -nan 0.0728068 -nan
96.15 -48.5201 -nan -443.128 -nan -270.88 -nan -0.70962 -nan 0.0727603 -nan
96.2 -53.5796 -nan -307.234 -nan -180.058 -nan -0.806166 -nan 0.0727254 -nan
96.25 -58.1644 -nan -198.741 -nan -112.097 -nan -0.893663 -nan 0.0727004 -nan
96.3 -61.9682 -nan -122.558 -nan -67.6036 -nan -0.966568 -nan 0.072683 -nan
96.35 -64.8519 -nan -75.12 -nan -41.681 -nan -1.02219 -nan 0.0726709 -nan
96.4 -66.8623 -nan -48.0126 -nan -27.5896 -nan -1.0611 -nan 0.0726623 -nan
96.45 -68.1683 -nan -33.0205 -nan -19.9282 -nan -1.08627 -nan 0.0726557 -nan
96.5 -68.9724 -nan -24.5497 -nan -15.504 -nan -1.1016 -nan 0.0726502 -nan
96.55 -69.4498 -nan -19.4771 -nan -12.7278 -nan -1.11057 -nan 0.0726454 -nan
96.6 -69.7268 -nan -16.215 -nan -10.8493 -nan -1.11569 -nan 0.072641 -nan
96.65 -69.8846 -nan -13.9731 -nan -9.50269 -nan -1.11857 -nan 0.0726368 -nan
96.7 -69.9722 -nan -12.3484 -nan -8.49659 -nan -1.12013 -nan 0.0726328 -nan
96.75 -70.0176 -nan -11.1245 -nan -7.72306 -nan -1.12091 -nan 0.072629 -nan
96.8 -70.037 -nan -10.1778 -nan -7.11681 -nan -1.12121 -nan 0.0726253 -nan
96.85 -70.0395 -nan -9.43274 -nan -6.63571 -nan -1.12119 -nan 0.0726216 -nan
96.9 -70.0303 -nan -8.83985 -nan -6.25104 -nan -1.12095 -nan 0.072618 -nan
96.95 -70.0125 -nan -8.36514 -nan -5.94227 -nan -1.12055 -nan 0.0726145 -nan
97 -69.9883 -nan -7.98402 -nan -5.69422 -nan -1.12002 -nan 0.072611 -nan
97.05 -69.9588 -nan -7.67817 -nan -5.49535 -nan -1.1194 -nan 0.0726076 -nan
97.1 -69.9248 -nan -7.4335 -nan -5.33669 -nan -1.11869 -nan 0.0726042 -nan
97.15 -69.8871 -nan -7.23905 -nan -5.21116 -nan -1.11791 -nan 0.0726008 -nan
97.2 -69.846 -nan -7.0861 -nan -5.11313 -nan -1.11706 -nan 0.0725975 -nan
97.25 -69.8018 -nan -6.96771 -nan -5.03806 -nan -1.11616 -nan 0.0725941 -nan
97.3 -69.7549 -nan -6.87825 -nan -4.98227 -nan -1.1152 -nan 0.0725908 -nan
97.35 -69.7055 -nan -6.81316 -nan -4.94278 -nan -1.1142 -nan 0.0725875 -nan
97.4 -69.6536 -nan -6.7687 -nan -4.91714 -nan -1.11315 -nan 0.0725842 -nan
97.45 -69.5995 -nan -6.74183 -nan -4.90333 -nan -1.11205 -nan 0.072581 -nan
97.5 -69.5432 -nan -6.73005 -nan -4.8997 -nan -1.11091 -nan 0.0725777 -nan
97.55 -69.4848 -nan -6.73128 -nan -4.90489 -nan -1.10974 -nan 0.0725744 -nan
97.6 -69.4244 -nan -6.74383 -nan -4.91777 -nan -1.10852 -nan 0.0725712 -nan
97.65 -69.3621 -nan -6.7663 -nan -4.93743 -nan -1.10727 -nan 0.072568 -nan
97.7 -69.2978 -nan -6.79753 -nan -4.96311 -nan -1.10598 -nan 0.0725647 -nan
97.75 -69.2315 -nan -6.83657 -nan -4.99416 -nan -1.10465 -nan 0.0725615 -nan
97.8 -69.1634 -nan -6.88264 -nan -5.03009 -nan -1.10328 -nan 0.0725582 -nan
97.85 -69.0934 -nan -6.93511 -nan -5.07048 -nan -1.10188 -nan 0.072555 -nan
97.9 -69.0215 -nan -6.99346 -nan -5.11498 -nan -1.10045 -nan 0.0725518 -nan
97.95 -68.9478 -nan -7.05727 -nan -5.16333 -nan -1.09897 -nan 0.0725485 -nan
98 -68.8721 -nan -7.12621 -nan -5.21532 -nan -1.09747 -nan 0.0725453 -nan
98.05 -68.7946 -nan -7.20002 -nan -5.27077 -nan -1.09592 -nan 0.0725421 -nan
98.1 -68.7151 -nan -7.27851 -nan -5.32956 -nan -1.09434 -nan 0.0725388 -nan
98.15 -68.6337 -nan -7.36152 -nan -5.39161 -nan -1.09272 -nan 0.0725356 -nan
98.2 -68.5504 -nan -7.44896 -nan -5.45686 -nan -1.09106 -nan 0.0725324 -nan
98.25 -68.465 -nan -7.54078 -nan -5.52528 -nan -1.08937 -nan 0.0725291 -nan
98.3 -68.3777 -nan -7.63694 -nan -5.59686 -nan -1.08763 -nan 0.0725259 -nan
98.35 -68.2884 -nan -7.73745 -nan -5.67161 -nan -1.08586 -nan 0.0725226 -nan
98.4 -68.1969 -nan -7.84234 -nan -5.74958 -nan -1.08405 -nan 0.0725194 -nan
98.45 -68.1034 -nan -7.95167 -nan -5.8308 -nan -1.0822 -nan 0.0725161 -nan
98.5 -68.0077 -nan -8.06553 -nan -5.91535 -nan -1.0803 -nan 0.0725129 -nan
98.55 -67.9099 -nan -8.184 -nan -6.0033 -nan -1.07837 -nan 0.0725096 -nan
98.6 -67.8098 -nan -8.30722 -nan -6.09475 -nan -1.07639 -nan 0.0725063 -nan
98.65 -67.7074 -nan -8.43532 -nan -6.18981 -nan -1.07436 -nan 0.072503 -nan
98.7 -67.6028 -nan -8.56845 -nan -6.28859 -nan -1.0723 -nan 0.0724997 -nan
98.75 -67.4958 -nan -8.70679 -nan -6.39124 -nan -1.07018 -nan 0.0724964 -nan
98.8 -67.3863 -nan -8.85053 -nan -6.49789 -nan -1.06802 -nan 0.0724931 -nan
98.85 -67.2744 -nan -8.99988 -nan -6.60869 -nan -1.06582 -nan 0.0724898 -nan
98.9 -67.16 -nan -9.15506 -nan -6.72384 -nan -1.06356 -nan 0.0724865 -nan
98.95 -67.043 -nan -9.31632 -nan -6.84349 -nan -1.06126 -nan 0.0724831 -nan
99 -66.9233 -nan -9.48392 -nan -6.96786 -nan -1.0589 -nan 0.0724798 -nan
99.05 -66.801 -nan -9.65814 -nan -7.09716 -nan -1.05649 -nan 0.0724764 -nan
99.1 -66.6758 -nan -9.83928 -nan -7.23161 -nan -1.05403 -nan 0.072473 -nan
99.15 -66.5478 -nan -10.0277 -nan -7.37145 -nan -1.05151 -nan 0.0724697 -nan
99.2 -66.4169 -nan -10.2236 -nan -7.51695 -nan -1.04894 -nan 0.0724663 -nan
99.25 -66.2829 -nan -10.4276 -nan -7.66838 -nan -1.04631 -nan 0.0724628 -nan
99.3 -66.1459 -nan -10.6399 -nan -7.82605 -nan -1.04362 -nan 0.0724594 -nan
99.35 -66.0056 -nan -10.8609 -nan -7.99026 -nan -1.04087 -nan 0.072456 -nan
99.4 -65.8621 -nan -11.0912 -nan -8.16137 -nan -1.03805 -nan 0.0724525 -nan
99.45 -65.7151 -nan -11.3313 -nan -8.33974 -nan -1.03517 -nan 0.072449 -nan
99.5 -65.5647 -nan -11.5815 -nan -8.52576 -nan -1.03222 -nan 0.0724455 -nan
99.55 -65.4107 -nan -11.8426 -nan -8.71986 -nan -1.0292 -nan 0.072442 -nan
99.6 -65.2529 -nan -12.1151 -nan -8.92248 -nan -1.02611 -nan 0.0724385 -nan
99.65 -65.0912 -nan -12.3996 -nan -9.13412 -nan -1.02294 -nan 0.0724349 -nan
99.7 -64.9255 -nan -12.6969 -nan -9.35531 -nan -1.0197 -nan 0.0724314 -nan
99.75 -64.7557 -nan -13.0077 -nan -9.58662 -nan -1.01638 -nan 0.0724278 -nan
99.8 -64.5815 -nan -13.3328 -nan -9.82865 -nan -1.01297 -nan 0.0724242 -nan
99.85 -64.4028 -nan -13.6731 -nan -10.0821 -nan -1.00948 -nan 0.0724205 -nan
99.9 -64.2194 -nan -14.0296 -nan -10.3476 -nan -1.00589 -nan 0.0724168 -nan
99.95 -64.0311 -nan -14.4032 -nan -10.6261 -nan -1.00221 -nan 0.0724132 -nan
100 -63.8377 -nan -14.7952 -nan -10.9183 -nan -0.998437 -nan 0.0724094 -nan
100.05 -63.6389 -nan -15.2067 -nan -11.2252 -nan -0.994557 -nan 0.0724057 -nan
100.1 -63.4346 -nan -15.6391 -nan -11.5479 -nan -0.990569 -nan 0.0724019 -nan
100.15 -63.2243 -nan -16.0939 -nan -11.8873 -nan -0.986467 -nan 0.0723981 -nan
100.2 -63.0078 -nan -16.5727 -nan -12.2449 -nan -0.982245 -nan 0.0723942 -nan
100.25 -62.7848 -nan -17.0772 -nan -12.6218 -nan -0.977897 -nan 0.0723903 -nan
100.3 -62.5549 -nan -17.6094 -nan -13.0197 -nan -0.973416 -nan 0.0723864 -nan
100.35 -62.3176 -nan -18.1714 -nan -13.4401 -nan -0.968795 -nan 0.0723824 -nan
100.4 -62.0726 -nan -18.7657 -nan -13.8849 -nan -0.964024 -nan 0.0723784 -nan
100.45 -61.8194 -nan -19.3949 -nan -14.3562 -nan -0.959094 -nan 0.0723743 -nan
100.5 -61.5574 -nan -20.062 -nan -14.8561 -nan -0.953995 -nan 0.0723702 -nan
100.55 -61.286 -nan -20.7703 -nan -15.3873 -nan -0.948715 -nan 0.0723661 -nan
100.6 -61.0045 -nan -21.5236 -nan -15.9527 -nan -0.943241 -nan 0.0723619 -nan
100.65 -60.7123 -nan -22.3259 -nan -16.5554 -nan -0.937558 -nan 0.0723576 -nan
100.7 -60.4083 -nan -23.1821 -nan -17.1992 -nan -0.931652 -nan 0.0723532 -nan
100.75 -60.0918 -nan -24.0976 -nan -17.8881 -nan -0.925502 -nan 0.0723488 -nan
100.8 -59.7616 -nan -25.0785 -nan -18.6271 -nan -0.919089 -nan 0.0723444 -nan
100.85 -59.4166 -nan -26.1318 -nan -19.4216 -nan -0.91239 -nan 0.0723398 -nan
100.9 -59.0552 -nan -27.2658 -nan -20.278 -nan -0.905377 -nan 0.0723352 -nan
100.95 -58.676 -nan -28.4897 -nan -21.2035 -nan -0.898019 -nan 0.0723304 -nan
101 -58.2771 -nan -29.8146 -nan -22.2068 -nan -0.890282 -nan 0.0723256 -nan
101.05 -57.8563 -nan -31.2533 -nan -23.298 -nan -0.882124 -nan 0.0723207 -nan
101.1 -57.4113 -nan -32.821 -nan -24.4891 -nan -0.873498 -nan 0.0723156 -nan
101.15 -56.939 -nan -34.5357 -nan -25.7944 -nan -0.864347 -nan 0.0723105 -nan
101.2 -56.436 -nan -36.419 -nan -27.2311 -nan -0.854605 -nan 0.0723052 -nan
101.25 -55.8983 -nan -38.497 -nan -28.8199 -nan -0.844193 -nan 0.0722997 -nan
101.3 -55.3208 -nan -40.8015 -nan -30.5864 -nan -0.833015 -nan 0.0722941 -nan
101.35 -54.6975 -nan -43.3716 -nan -32.5623 -nan -0.820955 -nan 0.0722883 -nan
101.4 -54.0211 -nan -46.2562 -nan -34.787 -nan -0.807872 -nan 0.0722823 -nan
101.45 -53.2824 -nan -49.5167 -nan -37.3108 -nan -0.793588 -nan 0.072276 -nan
101.5 -52.47 -nan -53.2316 -nan -40.1981 -nan -0.777881 -nan 0.0722695 -nan
101.55 -51.569 -nan -57.5027 -nan -43.533 -nan -0.760469 -nan 0.0722627 -nan
101.6 -50.5606 -nan -62.4641 -nan -47.4272 -nan -0.740985 -nan 0.0722555 -nan
101.65 -49.4197 -nan -68.2953 -nan -52.032 -nan -0.718945 -nan 0.072248 -nan
101.7 -48.1126 -nan -75.2422 -nan -57.5559 -nan -0.693701 -nan 0.0722399 -nan
101.75 -46.5934 -nan -83.6483 -nan -64.2939 -nan -0.664361 -nan 0.0722313 -nan
101.8 -44.7971 -nan -94.0058 -nan -72.6733 -nan -0.629671 -nan 0.0722219 -nan
101.85 -42.6303 -nan -107.039 -nan -83.3304 -nan -0.587818 -nan 0.0722117 -nan
101.9 -39.954 -nan -123.843 -nan -97.2398 -nan -0.536107 -nan 0.0722003 -nan
101.95 -36.5555 -nan -146.123 -nan -115.935 -nan -0.4704 -nan 0.0721875 -nan
102 -32.1004 -nan -176.6 -nan -141.871 -nan -0.384165 -nan 0.0721727 -nan
102.05 -26.053 -nan -219.658 -nan -178.947 -nan -0.266875 -nan 0.0721551 -nan
102.1 -17.5726 -nan -282.083 -nan -232.739 -nan -0.101783 -nan 0.0721336 -nan
102.15 -5.51297 -nan -372.27 -nan -307.505 -nan 0.134771 -nan 0.0721064 -nan
102.2 10.7862 -nan -489.465 -nan -387.743 -nan 0.459972 -nan 0.0720716 -nan
102.25 28.5027 -nan -585.234 -nan -398.568 -nan 0.827856 -nan 0.0720294 -nan
102.3 40.2385 -nan -571.033 -nan -301.055 -nan 1.09635 -nan 0.0719851 -nan
102.35 44.2795 -nan -514.349 -nan -254.8 -nan 1.18416 -nan 0.0719399 -nan
102.4 45.0559 -nan -516.806 -nan -287.236 -nan 1.17906 -nan 0.0718941 -nan
102.45 44.7039 -nan -549.961 -nan -323.72 -nan 1.16379 -nan 0.0718485 -nan
102.5 43.8287 -nan -593.28 -nan -350.92 -nan 1.1515 -nan 0.0718008 -nan
102.55 42.6237 -nan -641.352 -nan -368.079 -nan 1.14382 -nan 0.0717498 -nan
102.6 41.1585 -nan -692.279 -nan -373.758 -nan 1.14221 -nan 0.071695 -nan
102.65 39.4564 -nan -744.998 -nan -365.389 -nan 1.14851 -nan 0.0716359 -nan
102.7 37.5201 -nan -798.725 -nan -339.788 -nan 1.16485 -nan 0.0715722 -nan
102.75 35.3428 -nan -852.834 -nan -293.592 -nan 1.19335 -nan 0.0715035 -nan
102.8 32.9147 -nan -906.83 -nan -223.6 -nan 1.23596 -nan 0.0714276 -nan
102.85 30.2267 -nan -960.333 -nan -127.065 -nan 1.29435 -nan 0.0713445 -nan
102.9 27.2743 -nan -1013.07 -nan -1.94399 -nan 1.36974 -nan 0.071255 -nan
102.95 24.06 -nan -1064.84 -nan 152.888 -nan 1.46274 -nan 0.0711589 -nan
103 20.5958 -nan -1115.55 -nan 337.455 -nan 1.57329 -nan 0.0710556 -nan
103.05 16.905 -nan -1165.15 -nan 550.526 -nan 1.70053 -nan 0.070945 -nan
103.1 13.0237 -nan -1213.64 -nan 789.493 -nan 1.84278 -nan 0.0708264 -nan
103.15 9.00128 -nan -1261.06 -nan 1050.32 -nan 1.99745 -nan 0.0706996 -nan
103.2 4.89998 -nan -1307.45 -nan 1327.6 -nan 2.16116 -nan 0.0705642 -nan
103.25 0.797449 -nan -1352.87 -nan 1613.97 -nan 2.32946 -nan 0.0704201 -nan
103.3 -3.20694 -nan -1397.39 -nan 1899.32 -nan 2.4965 -nan 0.0702671 -nan
103.35 -6.99161 -nan -1441.19 -nan 2170.97 -nan 2.65523 -nan 0.0701053 -nan
103.4 -10.4082 -nan -1484.57 -nan 2412.6 -nan 2.7969 -nan 0.0699349 -nan
103.45 -13.2633 -nan -1528.29 -nan 2600.65 -nan 2.90958 -nan 0.0697562 -nan
103.5 -15.306 -nan -1573.68 -nan 2700.97 -nan 2.97635 -nan 0.0695701 -nan
103.55 -16.2867 -nan -1621.45 -nan 2676.81 -nan 2.97746 -nan 0.0693776 -nan
103.6 -16.1771 -nan -1668.48 -nan 2522.96 -nan 2.90337 -nan 0.0691805 -nan
103.65 -15.3136 -nan -1708.95 -nan 2288.88 -nan 2.77099 -nan 0.0689813 -nan
103.7 -14.147 -nan -1741.21 -nan 2037.55 -nan 2.61499 -nan 0.0687826 -nan
103.75 -12.9773 -nan -1767.94 -nan 1804.21 -nan 2.46258 -nan 0.0685856 -nan
103.8 -11.9365 -nan -1791.93 -nan 1599.03 -nan 2.32527 -nan 0.0683909 -nan
103.85 -11.0582 -nan -1814.69 -nan 1420.82 -nan 2.20482 -nan 0.0681983 -nan
103.9 -10.3378 -nan -1836.88 -nan 1266.37 -nan 2.09992 -nan 0.0680074 -nan
103.95 -9.75462 -nan -1858.74 -nan 1131.54 -nan 2.00821 -nan 0.0678178 -nan
104 -9.28278 -nan -1880.29 -nan 1012.38 -nan 1.92718 -nan 0.0676292 -nan
104.05 -8.89755 -nan -1901.48 -nan 905.551 -nan 1.85464 -nan 0.0674413 -nan
104.1 -8.5656 -nan -1922.18 -nan 806.234 -nan 1.78767 -nan 0.0672539 -nan
104.15 -8.24288 -nan -1942.16 -nan 708.431 -nan 1.72265 -nan 0.0670669 -nan
104.2 -7.89155 -nan -1961.3 -nan 608.087 -nan 1.65691 -nan 0.0668802 -nan
104.25 -7.48511 -nan -1979.44 -nan 502.671 -nan 1.58867 -nan 0.066694 -nan
104.3 -7.0073 -nan -1996.47 -nan 390.689 -nan 1.51685 -nan 0.0665084 -nan
104.35 -6.45051 -nan -2012.27 -nan 271.483 -nan 1.44089 -nan 0.0663236 -nan
104.4 -5.81473 -nan -2026.73 -nan 145.133 -nan 1.36068 -nan 0.0661398 -nan
104.45 -5.10677 -nan -2039.76 -nan 12.3855 -nan 1.27654 -nan 0.0659573 -nan
104.5 -4.3396 -nan -2051.24 -nan -125.406 -nan 1.18912 -nan 0.0657762 -nan
104.55 -3.53156 -nan -2061.11 -nan -266.358 -nan 1.09941 -nan 0.0655969 -nan
104.6 -2.70545 -nan -2069.27 -nan -408.165 -nan 1.00865 -nan 0.0654194 -nan
104.65 -1.88723 -nan -2075.68 -nan -548.231 -nan 0.918244 -nan 0.0652441 -nan
104.7 -1.1045 -nan -2080.28 -nan -683.84 -nan 0.82969 -nan 0.0650709 -nan
104.75 -0.384856 -nan -2083.06 -nan -812.331 -nan 0.744459 -nan 0.0649002 -nan
104.8 0.245907 -nan -2084 -nan -931.28 -nan 0.6639 -nan 0.0647317 -nan
104.85 0.765338 -nan -2083.11 -nan -1038.66 -nan 0.589144 -nan 0.0645657 -nan
104.9 1.15565 -nan -2080.39 -nan -1132.95 -nan 0.521027 -nan 0.0644021 -nan
104.95 1.40461 -nan -2075.86 -nan -1213.25 -nan 0.460047 -nan 0.0642408 -nan
105 1.50588 -nan -2069.53 -nan -1279.27 -nan 0.406342 -nan 0.0640816 -nan
105.05 1.45887 -nan -2061.38 -nan -1331.31 -nan 0.359703 -nan 0.0639247 -nan
105.1 1.26801 -nan -2051.4 -nan -1370.16 -nan 0.31962 -nan 0.0637698 -nan
105.15 0.941673 -nan -2039.54 -nan -1397.02 -nan 0.285343 -nan 0.0636168 -nan
105.2 0.490714 -nan -2025.71 -nan -1413.31 -nan 0.255964 -nan 0.0634658 -nan
105.25 -0.0729952 -nan -2009.82 -nan -1420.56 -nan 0.230498 -nan 0.0633167 -nan
105.3 -0.738024 -nan -1991.72 -nan -1420.24 -nan 0.207962 -nan 0.0631694 -nan
105.35 -1.49459 -nan -1971.26 -nan -1413.66 -nan 0.187433 -nan 0.0630241 -nan
105.4 -2.33543 -nan -1948.24 -nan -1401.9 -nan 0.168095 -nan 0.0628808 -nan
105.45 -3.25636 -nan -1922.42 -nan -1385.8 -nan 0.149255 -nan 0.0627397 -nan
105.5 -4.25651 -nan -1893.56 -nan -1365.91 -nan 0.130343 -nan 0.0626008 -nan
105.55 -5.33839 -nan -1861.36 -nan -1342.55 -nan 0.110893 -nan 0.0624644 -nan
105.6 -6.50783 -nan -1825.48 -nan -1315.81 -nan 0.0905212 -nan 0.0623307 -nan
105.65 -7.77401 -nan -1785.51 -nan -1285.62 -nan 0.0688902 -nan 0.0621999 -nan
105.7 -9.14956 -nan -1740.98 -nan -1251.74 -nan 0.0456812 -nan 0.0620723 -nan
105.75 -10.6509 -nan -1691.33 -nan -1213.79 -nan 0.0205627 -nan 0.0619483 -nan
105.8 -12.2988 -nan -1635.86 -nan -1171.27 -nan -0.00683602 -nan 0.0618281 -nan
105.85 -14.1191 -nan -1573.73 -nan -1123.52 -nan -0.0369497 -nan 0.0617123 -nan
105.9 -16.1436 -nan -1503.96 -nan -1069.77 -nan -0.0702994 -nan 0.0616013 -nan
105.95 -18.4109 -nan -1425.37 -nan -1009.09 -nan -0.107511 -nan 0.0614956 -nan
106 -20.9674 -nan -1336.6 -nan -940.441 -nan -0.149326 -nan 0.0613959 -nan
106.05 -23.8659 -nan -1236.21 -nan -862.764 -nan -0.196591 -nan 0.0613029 -nan
106.1 -27.1632 -nan -1122.86 -nan -775.18 -nan -0.250205 -nan 0.0612174 -nan
106.15 -30.9117 -nan -995.697 -nan -677.393 -nan -0.310985 -nan 0.0611404 -nan
106.2 -35.1422 -nan -855.133 -nan -570.4 -nan -0.379383 -nan 0.0610727 -nan
106.25 -39.835 -nan -703.998 -nan -457.452 -nan -0.455021 -nan 0.0610152 -nan
106.3 -44.8816 -nan -548.85 -nan -344.887 -nan -0.536081 -nan 0.0609682 -nan
106.35 -50.0523 -nan -400.443 -nan -241.775 -nan -0.618857 -nan 0.0609317 -nan
106.4 -55.0088 -nan -271.706 -nan -157.295 -nan -0.698042 -nan 0.0609049 -nan
106.45 -59.3871 -nan -172.716 -nan -96.5533 -nan -0.768083 -nan 0.0608859 -nan
106.5 -62.9228 -nan -105.783 -nan -58.2597 -nan -0.82495 -nan 0.060873 -nan
106.55 -65.5347 -nan -65.3448 -nan -36.5415 -nan -0.867218 -nan 0.060864 -nan
106.6 -67.3149 -nan -42.5974 -nan -24.8241 -nan -0.896066 -nan 0.0608576 -nan
106.65 -68.4509 -nan -30.0012 -nan -18.3695 -nan -0.914358 -nan 0.0608526 -nan
106.7 -69.1417 -nan -22.7798 -nan -14.5512 -nan -0.925344 -nan 0.0608485 -nan
106.75 -69.5486 -nan -18.3644 -nan -12.0969 -nan -0.931721 -nan 0.0608448 -nan
106.8 -69.7834 -nan -15.4652 -nan -10.4043 -nan -0.935349 -nan 0.0608414 -nan
106.85 -69.9164 -nan -13.4379 -nan -9.17403 -nan -0.937372 -nan 0.0608382 -nan
106.9 -69.9891 -nan -11.9495 -nan -8.2459 -nan -0.938454 -nan 0.0608351 -nan
106.95 -70.0256 -nan -10.8182 -nan -7.52762 -nan -0.93897 -nan 0.0608322 -nan
107 -70.0392 -nan -9.93791 -nan -6.96224 -nan -0.939131 -nan 0.0608293 -nan
107.05 -70.0377 -nan -9.24238 -nan -6.51236 -nan -0.939055 -nan 0.0608264 -nan
107.1 -70.0257 -nan -8.68768 -nan -6.15211 -nan -0.938813 -nan 0.0608236 -nan
107.15 -70.0059 -nan -8.24303 -nan -5.8628 -nan -0.938446 -nan 0.0608208 -nan
107.2 -69.98 -nan -7.88598 -nan -5.63044 -nan -0.937983 -nan 0.0608181 -nan
107.25 -69.949 -nan -7.59963 -nan -5.44437 -nan -0.93744 -nan 0.0608154 -nan
107.3 -69.9139 -nan -7.37092 -nan -5.29622 -nan -0.936829 -nan 0.0608127 -nan
107.35 -69.8751 -nan -7.18963 -nan -5.1794 -nan -0.93616 -nan 0.06081 -nan
107.4 -69.8331 -nan -7.04763 -nan -5.08863 -nan -0.935439 -nan 0.0608073 -nan
107.45 -69.7881 -nan -6.93837 -nan -5.01965 -nan -0.93467 -nan 0.0608047 -nan
107.5 -69.7404 -nan -6.85659 -nan -4.96899 -nan -0.933858 -nan 0.060802 -nan
107.55 -69.6903 -nan -6.79799 -nan -4.93385 -nan -0.933006 -nan 0.0607994 -nan
107.6 -69.6377 -nan -6.75906 -nan -4.91192 -nan -0.932115 -nan 0.0607967 -nan
107.65 -69.5829 -nan -6.73691 -nan -4.90129 -nan -0.931189 -nan 0.0607941 -nan
107.7 -69.526 -nan -6.7292 -nan -4.90042 -nan -0.930228 -nan 0.0607914 -nan
107.75 -69.467 -nan -6.73396 -nan -4.908 -nan -0.929234 -nan 0.0607888 -nan
107.8 -69.406 -nan -6.7496 -nan -4.92299 -nan -0.928207 -nan 0.0607861 -nan
107.85 -69.3431 -nan -6.77478 -nan -4.94452 -nan -0.927148 -nan 0.0607835 -nan
107.9 -69.2782 -nan -6.80842 -nan -4.97185 -nan -0.926059 -nan 0.0607808 -nan
107.95 -69.2114 -nan -6.84963 -nan -5.00441 -nan -0.924939 -nan 0.0607782 -nan
108 -69.1427 -nan -6.89767 -nan -5.0417 -nan -0.923788 -nan 0.0607755 -nan
108.05 -69.0722 -nan -6.95194 -nan -5.08335 -nan -0.922607 -nan 0.0607729 -nan
108.1 -68.9997 -nan -7.01195 -nan -5.12902 -nan -0.921395 -nan 0.0607702 -nan
108.15 -68.9254 -nan -7.07732 -nan -5.17847 -nan -0.920153 -nan 0.0607676 -nan
108.2 -68.8492 -nan -7.14773 -nan -5.2315 -nan -0.918881 -nan 0.0607649 -nan
108.25 -68.7711 -nan -7.22295 -nan -5.28796 -nan -0.917578 -nan 0.0607622 -nan
108.3 -68.691 -nan -7.3028 -nan -5.34773 -nan -0.916244 -nan 0.0607595 -nan
108.35 -68.6091 -nan -7.38714 -nan -5.41074 -nan -0.914879 -nan 0.0607569 -nan
108.4 -68.5251 -nan -7.47589 -nan -5.47694 -nan -0.913482 -nan 0.0607542 -nan
108.45 -68.4392 -nan -7.569 -nan -5.5463 -nan -0.912053 -nan 0.0607515 -nan
108.5 -68.3513 -nan -7.66646 -nan -5.61882 -nan -0.910591 -nan 0.0607488 -nan
108.55 -68.2613 -nan -7.76827 -nan -5.69453 -nan -0.909097 -nan 0.0607461 -nan
108.6 -68.1692 -nan -7.87448 -nan -5.77346 -nan -0.907569 -nan 0.0607434 -nan
108.65 -68.0751 -nan -7.98515 -nan -5.85566 -nan -0.906006 -nan 0.0607406 -nan
108.7 -67.9788 -nan -8.10037 -nan -5.94122 -nan -0.904409 -nan 0.0607379 -nan
108.75 -67.8802 -nan -8.22025 -nan -6.0302 -nan -0.902777 -nan 0.0607352 -nan
108.8 -67.7795 -nan -8.3449 -nan -6.12272 -nan -0.901109 -nan 0.0607324 -nan
108.85 -67.6765 -nan -8.47448 -nan -6.21887 -nan -0.899403 -nan 0.0607297 -nan
108.9 -67.5711 -nan -8.60915 -nan -6.3188 -nan -0.897661 -nan 0.0607269 -nan
108.95 -67.4634 -nan -8.74908 -nan -6.42262 -nan -0.895879 -nan 0.0607241 -nan
109 -67.3532 -nan -8.89447 -nan -6.53049 -nan -0.894059 -nan 0.0607214 -nan
109.05 -67.2406 -nan -9.04554 -nan -6.64257 -nan -0.892199 -nan 0.0607186 -nan
109.1 -67.1254 -nan -9.2025 -nan -6.75904 -nan -0.890297 -nan 0.0607158 -nan
109.15 -67.0076 -nan -9.36562 -nan -6.88008 -nan -0.888353 -nan 0.060713 -nan
109.2 -66.8871 -nan -9.53517 -nan -7.00589 -nan -0.886367 -nan 0.0607101 -nan
109.25 -66.7639 -nan -9.71142 -nan -7.1367 -nan -0.884336 -nan 0.0607073 -nan
109.3 -66.638 -nan -9.89468 -nan -7.27273 -nan -0.88226 -nan 0.0607045 -nan
