0 30 0 0.1 0.1
0.05 26.4095 -0.0748568 -3.03445 -0.942352
0.1 23.263 -0.135753 -2.75959 -0.928747
0.15 20.5563 -0.18148 -2.52478 -0.916837
0.2 18.2509 -0.211927 -2.32573 -0.906572
0.25 16.2899 -0.227613 -2.15699 -0.897858
0.3 14.6117 -0.229396 -2.01298 -0.890581
0.35 13.159 -0.2183 -1.88865 -0.884621
0.4 11.8828 -0.195404 -1.77981 -0.879859
0.45 10.7443 -0.161779 -1.68315 -0.876181
0.5 9.71445 -0.118454 -1.59619 -0.873483
0.55 8.77252 -0.0663926 -1.51717 -0.871668
0.6 7.90445 -0.00648725 -1.44484 -0.870648
0.65 7.10118 0.0604442 -1.37838 -0.870345
0.7 6.35714 0.133657 -1.31722 -0.870687
0.75 5.66903 0.212477 -1.26101 -0.871611
0.8 5.03488 0.296292 -1.20948 -0.87306
0.85 4.45334 0.384553 -1.16242 -0.874982
0.9 3.92321 0.476763 -1.11965 -0.877332
0.95 3.44313 0.572475 -1.08099 -0.880069
1 3.01147 0.671286 -1.04624 -0.883155
1.05 2.62627 0.772832 -1.01519 -0.886559
1.1 2.28524 0.876786 -0.987608 -0.890251
1.15 1.98585 0.982854 -0.963268 -0.894202
1.2 1.72541 1.09077 -0.941929 -0.89839
1.25 1.50113 1.20029 -0.923353 -0.902792
1.3 1.31021 1.31119 -0.907309 -0.907389
1.35 1.14991 1.42329 -0.893574 -0.912163
1.4 1.01758 1.53639 -0.881935 -0.917096
1.45 0.910698 1.65035 -0.872196 -0.922175
1.5 0.826895 1.76501 -0.864172 -0.927385
1.55 0.763974 1.88023 -0.857696 -0.932714
1.6 0.719906 1.9959 -0.852613 -0.938151
1.65 0.69283 2.11191 -0.848782 -0.943685
1.7 0.681049 2.22815 -0.846077 -0.949306
1.75 0.683021 2.34454 -0.844383 -0.955006
1.8 0.697348 2.46099 -0.843597 -0.960777
1.85 0.722768 2.57742 -0.843625 -0.96661
1.9 0.758143 2.69377 -0.844386 -0.972499
1.95 0.802446 2.80998 -0.845804 -0.978438
2 0.854753 2.92598 -0.847812 -0.98442
2.05 0.914233 3.04173 -0.850349 -0.99044
2.1 0.980137 3.15718 -0.853363 -0.996493
2.15 1.05179 3.27229 -0.856804 -1.00257
2.2 1.1286 3.38701 -0.86063 -1.00868
2.25 1.21 3.50132 -0.8648 -1.01481
2.3 1.29551 3.61519 -0.86928 -1.02095
2.35 1.3847 3.72858 -0.874039 -1.0271
2.4 1.47715 3.84148 -0.879048 -1.03326
2.45 1.5725 3.95386 -0.88428 -1.03943
2.5 1.67044 4.0657 -0.889714 -1.04561
2.55 1.77067 4.177 -0.895328 -1.05178
2.6 1.87292 4.28772 -0.901103 -1.05796
2.65 1.97696 4.39787 -0.907022 -1.06413
2.7 2.08255 4.50743 -0.91307 -1.07029
2.75 2.18952 4.6164 -0.919232 -1.07645
2.8 2.29767 4.72477 -0.925495 -1.0826
2.85 2.40685 4.83253 -0.931848 -1.08874
2.9 2.5169 4.93969 -0.938281 -1.09487
2.95 2.6277 5.04623 -0.944783 -1.10099
3 2.73912 5.15217 -0.951346 -1.1071
3.05 2.85106 5.25751 -0.957961 -1.11319
3.1 2.96341 5.36224 -0.964623 -1.11926
3.15 3.07608 5.46637 -0.971323 -1.12533
