0 60 -10
0.05 45.947 -8.46792
0.1 38.9108 -1.9678
0.15 35.1245 12.5339
0.2 32.4435 32.9049
0.25 29.991 47.5941
0.3 27.4801 51.4298
0.35 24.8482 51.5651
0.4 22.107 50.3071
0.45 19.2878 46.9906
0.5 16.4228 39.1732
0.55 13.5401 22.0674
0.6 10.6624 -8.95784
0.65 7.80722 63.2511
0.7 4.98771 78.5597
0.75 2.21312 98.5082
0.8 -0.510332 52.5421
0.85 -3.17893 38.9299
0.9 -5.79095 36.358
0.95 -8.34627 35.6192
1 -10.8461 34.8467
1.05 -13.2929 33.7789
1.1 -15.6902 32.4362
1.15 -18.0429 30.8747
1.2 -20.3572 29.1443
1.25 -22.6409 27.2844
1.3 -24.9038 25.3251
1.35 -27.1578 23.2901
1.4 -29.4171 21.1982
1.45 -31.6984 19.0646
1.5 -34.0208 16.9019
1.55 -36.405 14.72
1.6 -38.8723 12.5273
1.65 -41.4427 10.3305
1.7 -44.1303 8.13481
1.75 -46.9382 5.94456
1.8 -49.85 3.76296
1.85 -52.8206 1.59246
1.9 -55.7699 -0.565232
1.95 -58.5861 -2.70901
2 -61.1436 -4.83835
2.05 -63.3354 -6.95329
2.1 -65.1031 -9.05439
2.15 -66.4488 -11.1428
2.2 -67.4227 -13.2204
2.25 -68.0983 -15.2897
2.3 -68.5501 -17.3544
2.35 -68.8416 -19.4192
2.4 -69.0214 -21.4905
2.45 -69.1248 -23.5765
2.5 -69.176 -25.6879
2.55 -69.1916 -27.8379
2.6 -69.183 -30.0433
2.65 -69.1574 -32.3243
2.7 -69.12 -34.7051
2.75 -69.0742 -37.2133
2.8 -69.0221 -39.8785
2.85 -68.9655 -42.7284
2.9 -68.9053 -45.782
2.95 -68.8422 -49.0365
3 -68.7768 -52.4493
3.05 -68.7095 -55.9186
3.1 -68.6404 -59.2752
3.15 -68.5698 -62.3079
3.2 -68.4978 -64.8286
3.25 -68.4244 -66.7441
3.3 -68.3498 -68.0811
3.35 -68.274 -68.9483
3.4 -68.197 -69.4775
3.45 -68.1188 -69.7831
3.5 -68.0395 -69.9485
3.55 -67.9591 -70.0287
3.6 -67.8776 -70.0578
3.65 -67.795 -70.0564
3.7 -67.7113 -70.0367
3.75 -67.6266 -70.0056
3.8 -67.5408 -69.9674
3.85 -67.454 -69.9246
3.9 -67.3662 -69.8785
3.95 -67.2773 -69.8301
4 -67.1874 -69.7799
4.05 -67.0965 -69.7281
4.1 -67.0046 -69.675
4.15 -66.9118 -69.6207
4.2 -66.8179 -69.5653
4.25 -66.7232 -69.5087
4.3 -66.6274 -69.451
4.35 -66.5308 -69.3923
4.4 -66.4332 -69.3325
4.45 -66.3347 -69.2717
4.5 -66.2354 -69.2098
4.55 -66.1352 -69.1468
4.6 -66.0341 -69.0828
4.65 -65.9322 -69.0177
4.7 -65.8295 -68.9515
4.75 -65.726 -68.8842
4.8 -65.6217 -68.8159
4.85 -65.5166 -68.7465
4.9 -65.4108 -68.6761
4.95 -65.3043 -68.6045
5 -65.1971 -68.5319
5.05 -65.0892 -68.4582
5.1 -64.9806 -68.3834
5.15 -64.8714 -68.3076
5.2 -64.7616 -68.2306
5.25 -64.6512 -68.1526
5.3 -64.5403 -68.0735
5.35 -64.4287 -67.9934
5.4 -64.3167 -67.9121
5.45 -64.2042 -67.8298
5.5 -64.0911 -67.7465
5.55 -63.9777 -67.6621
5.6 -63.8638 -67.5767
5.65 -63.7495 -67.4902
5.7 -63.6348 -67.4026
5.75 -63.5198 -67.3141
5.8 -63.4044 -67.2245
5.85 -63.2887 -67.134
5.9 -63.1727 -67.0424
5.95 -63.0565 -66.9499
6 -62.9401 -66.8563
6.05 -62.8234 -66.7619
6.1 -62.7065 -66.6664
6.15 -62.5895 -66.5701
6.2 -62.4723 -66.4728
6.25 -62.3551 -66.3745
6.3 -62.2377 -66.2754
6.35 -62.1202 -66.1755
6.4 -62.0027 -66.0746
6.45 -61.8852 -65.9729
6.5 -61.7676 -65.8704
6.55 -61.6501 -65.767
6.6 -61.5326 -65.6629
6.65 -61.4151 -65.558
6.7 -61.2977 -65.4523
6.75 -61.1804 -65.3459
6.8 -61.0633 -65.2388
6.85 -60.9462 -65.131
6.9 -60.8293 -65.0225
6.95 -60.7125 -64.9133
7 -60.5959 -64.8035
7.05 -60.4795 -64.6931
7.1 -60.3634 -64.5821
7.15 -60.2474 -64.4706
7.2 -60.1317 -64.3584
7.25 -60.0162 -64.2458
7.3 -59.9009 -64.1327
7.35 -59.7859 -64.0191
7.4 -59.6713 -63.905
7.45 -59.5568 -63.7905
7.5 -59.4427 -63.6756
7.55 -59.3289 -63.5603
7.6 -59.2154 -63.4446
7.65 -59.1022 -63.3287
7.7 -58.9893 -63.2123
7.75 -58.8768 -63.0958
7.8 -58.7646 -62.9789
7.85 -58.6527 -62.8618
7.9 -58.5411 -62.7445
7.95 -58.4299 -62.6269
8 -58.319 -62.5092
8.05 -58.2084 -62.3914
8.1 -58.0982 -62.2734
8.15 -57.9882 -62.1553
8.2 -57.8786 -62.0371
8.25 -57.7694 -61.9188
8.3 -57.6604 -61.8005
8.35 -57.5518 -61.6821
8.4 -57.4434 -61.5638
8.45 -57.3353 -61.4454
8.5 -57.2275 -61.3271
8.55 -57.12 -61.2089
8.6 -57.0128 -61.0906
8.65 -56.9058 -60.9725
8.7 -56.799 -60.8545
8.75 -56.6924 -60.7365
8.8 -56.5861 -60.6187
8.85 -56.4799 -60.5011
8.9 -56.374 -60.3835
8.95 -56.2681 -60.2662
9 -56.1624 -60.149
9.05 -56.0568 -60.032
9.1 -55.9513 -59.9152
9.15 -55.8459 -59.7986
9.2 -55.7405 -59.6822
9.25 -55.6351 -59.566
9.3 -55.5297 -59.4501
9.35 -55.4243 -59.3344
9.4 -55.3188 -59.2189
9.45 -55.2132 -59.1037
9.5 -55.1074 -58.9887
9.55 -55.0015 -58.8739
9.6 -54.8953 -58.7594
9.65 -54.7889 -58.6452
9.7 -54.6822 -58.5311
9.75 -54.5751 -58.4174
9.8 -54.4676 -58.3039
9.85 -54.3597 -58.1906
9.9 -54.2512 -58.0775
9.95 -54.1422 -57.9647
10 -54.0325 -57.852
10.05 -53.9222 -57.7396
10.1 -53.8111 -57.6274
10.15 -53.6991 -57.5154
10.2 -53.5861 -57.4035
10.25 -53.4722 -57.2919
10.3 -53.3571 -57.1803
10.35 -53.2408 -57.0689
10.4 -53.1232 -56.9576
10.45 -53.0041 -56.8464
10.5 -52.8834 -56.7353
10.55 -52.761 -56.6243
10.6 -52.6367 -56.5132
10.65 -52.5104 -56.4022
