0 60 -30 0.001 0.001 0.1 0.1 0.1 0.1 0.3 0.3 0.178 0.178
0.05 45.9791 -28.6712 0.003397 -0.00188922 1.18128 -1.93557 4.47831 -1.32138 0.297074 0.297073 0.0737053 0.0165658
0.1 38.949 -25.7198 0.00482578 -0.00266972 0.745879 -1.75797 3.90846 -1.07901 0.294292 0.294288 0.271731 0.0748368
0.15 35.1548 -20.0087 0.00577503 -0.00235893 0.535876 -1.49914 3.62038 -0.626363 0.291649 0.291638 0.581897 0.205672
0.2 32.4585 -9.90515 0.00643984 -0.00190273 0.388028 -1.11649 3.40604 0.158476 0.289138 0.289116 0.993197 0.483536
0.25 29.9861 6.49074 0.00688504 -0.00123549 0.25343 -0.56505 3.19998 1.41824 0.286752 0.286716 1.48942 1.05431
0.3 27.4519 28.084 0.0071306 -0.000343042 0.121536 0.107873 2.98699 3.07606 0.284487 0.284432 2.05276 2.08415
0.35 24.7943 45.2406 0.00718464 0.000531716 -0.00790981 0.646318 2.76617 4.49017 0.282336 0.282259 2.66583 3.48418
0.4 22.0256 50.8977 0.00705426 0.00152046 -0.133061 0.865792 2.54005 5.12737 0.280294 0.280192 3.31238 4.9085
0.45 19.1774 51.5663 0.00674825 0.00257747 -0.252083 0.843436 2.31152 5.12419 0.278355 0.278226 3.97757 6.16229
0.5 16.2826 50.9172 0.00627732 0.00359879 -0.363606 0.825524 2.08308 5.13411 0.276514 0.276358 4.64803 7.55794
0.55 13.3696 49.1847 0.00565361 0.00457209 -0.466756 0.863407 1.85674 5.31358 0.274767 0.274582 5.31194 9.27853
0.6 10.4616 45.7151 0.00489011 0.00550032 -0.561075 0.999825 1.63397 5.8136 0.273107 0.272895 5.95887 11.6325
0.65 7.57625 39.3343 0.00400015 0.00639306 -0.64643 1.30779 1.41586 6.90323 0.271531 0.271293 6.57973 15.2674
0.7 4.72695 28.843 0.00299702 0.00726164 -0.722934 1.86596 1.20313 8.90623 0.270034 0.269773 7.1666 21.22
0.75 1.92311 14.3679 0.00189365 0.00810882 -0.790877 2.6869 0.996214 11.9595 0.268612 0.268331 7.71256 30.5215
0.8 -0.828927 -0.0641104 0.000702423 0.0089146 -0.850665 3.60751 0.79533 15.5831 0.267259 0.266963 8.21157 42.9786
0.85 -3.52537 -4.12465 -0.000565289 0.0096436 -0.90278 4.26151 0.600527 18.2274 0.265973 0.265666 8.65832 55.1168
0.9 -6.16443 -1.08513 -0.00133598 0.0102431 -0.947748 3.94234 0.411722 17.3373 0.264748 0.264438 9.04806 58.7041
0.95 -8.74597 2.6929 -0.00139594 0.0107146 -0.986116 3.18565 0.228734 14.738 0.263583 0.263275 9.37654 56.4581
1 -11.2712 7.97583 -0.00144678 0.0110838 -1.01843 2.52466 0.0512979 12.4011 0.262473 0.262174 9.63981 53.7115
1.05 -13.7426 14.0335 -0.00148929 0.0113664 -1.04524 1.86054 -0.120918 10.0729 0.261416 0.261133 9.83412 49.6343
1.1 -16.1639 19.7729 -0.00152426 0.0115841 -1.06708 1.28289 -0.288316 7.92465 0.26041 0.260149 9.95571 44.8739
1.15 -18.5398 24.2361 -0.00155243 0.0117531 -1.08447 0.826272 -0.451371 6.13435 0.259452 0.259219 10.0006 40.3605
1.2 -20.877 26.9499 -0.00157457 0.0118822 -1.09792 0.498826 -0.610641 4.7864 0.25854 0.258341 9.96445 36.836
