0 60 -30 0.001 0.001 0.1 0.1 0.3 0.3
0.05 45.339 -31.6897 17.06 50.7279 -4.45241 1.55961 0.297073 0.297073
0.1 37.0954 -31.6273 54.4563 68.4087 -3.7793 1.54127 0.294289 0.294289
0.15 32.324 -29.3255 91.0036 71.6978 -3.40403 1.34895 0.291641 0.291641
0.2 28.9753 -24.1865 120.875 70.5001 -3.1371 0.941139 0.289121 0.289122
0.25 26.0523 -15.1695 144.979 70.0638 -2.89828 0.243263 0.286725 0.286725
0.3 23.1595 -0.716576 165.494 72.9496 -2.66077 -0.858359 0.284445 0.284445
0.35 20.1727 19.4968 184.118 78.4151 -2.41796 -2.38655 0.282276 0.282276
0.4 17.0761 39.314 201.825 78.2634 -2.17003 -3.91292 0.280213 0.280212
0.45 13.8909 49.2015 219.04 65.0061 -1.91913 -4.8346 0.27825 0.278249
0.5 10.648 51.3152 235.845 51.4372 -1.66768 -4.99699 0.276383 0.276381
0.55 7.3779 51.3927 252.117 45.0359 -1.41785 -4.92682 0.274608 0.274605
0.6 4.10767 50.7988 267.608 43.2171 -1.17143 -4.89845 0.272918 0.272914
0.65 0.861027 49.731 281.978 43.6947 -0.929912 -4.92419 0.271312 0.271306
0.7 -2.34065 48.2213 294.801 45.3041 -0.694588 -5.00612 0.269783 0.269776
0.75 -5.47667 46.3643 305.552 47.6463 -0.466667 -5.12978 0.268329 0.26832
0.8 -8.5254 44.3975 313.598 50.9103 -0.247415 -5.24576 0.266947 0.266935
0.85 -11.463 42.6449 318.196 55.6674 -0.0382436 -5.27721 0.265631 0.265617
0.9 -14.2633 41.3373 318.529 62.4703 0.159267 -5.16024 0.26438 0.264363
0.95 -16.8996 40.4563 313.805 71.4279 0.343497 -4.8884 0.26319 0.26317
1 -19.3491 39.7514 303.435 82.0943 0.513096 -4.51834 0.262058 0.262035
1.05 -21.6007 38.9131 287.27 93.7522 0.66749 -4.13101 0.260981 0.260954
1.1 -23.6617 37.7395 265.83 105.808 0.807403 -3.78558 0.259957 0.259927
1.15 -25.5624 36.1862 240.361 117.987 0.93515 -3.50148 0.258983 0.258949
1.2 -27.353 34.3133 212.658 130.277 1.05441 -3.2691 0.258056 0.258019
1.25 -29.0935 32.2122 184.666 142.777 1.16953 -3.06917 0.257175 0.257133
1.3 -30.8426 29.96 158.053 155.577 1.28471 -2.88531 0.256336 0.256291
1.35 -32.6494 27.6082 133.938 168.718 1.40335 -2.70768 0.255538 0.25549
1.4 -34.5505 25.1878 112.836 182.192 1.52798 -2.53161 0.254778 0.254727
1.45 -36.572 22.7172 94.7766 195.97 1.6603 -2.35537 0.254056 0.254002
1.5 -38.7327 20.2084 79.4798 210.005 1.80155 -2.17859 0.253368 0.253312
1.55 -41.0467 17.6703 66.5307 224.254 1.9526 -2.00136 0.252714 0.252655
1.6 -43.5232 15.1095 55.4999 238.672 2.11403 -1.82391 0.252091 0.252031
1.65 -46.1636 12.5314 46.0144 253.223 2.2859 -1.64648 0.251498 0.251436
1.7 -48.9552 9.9399 37.79 267.871 2.46732 -1.46924 0.250934 0.250871
1.75 -51.8621 7.33795 30.6361 282.59 2.65587 -1.29229 0.250396 0.250333
1.8 -54.8167 4.72721 24.4443 297.356 2.84703 -1.11568 0.249885 0.249821
1.85 -57.7167 2.10813 19.1644 312.151 3.03402 -0.939366 0.249398 0.249335
1.9 -60.4359 -0.520017 14.7716 326.958 3.20852 -0.763235 0.248935 0.248872
1.95 -62.8501 -3.15924 11.2326 341.766 3.36243 -0.587099 0.248494 0.248431
2 -64.8713 -5.8129 8.48154 356.56 3.49006 -0.410681 0.248073 0.248013
2.05 -66.4694 -8.48586 6.41437 371.322 3.58961 -0.233613 0.247673 0.247614
2.1 -67.6709 -11.1847 4.90334 386.025 3.66296 -0.0554148 0.247292 0.247235
2.15 -68.5381 -13.918 3.81862 400.622 3.71436 0.124523 0.246929 0.246875
2.2 -69.1448 -16.6968 3.04579 415.029 3.74877 0.306968 0.246584 0.246533
2.25 -69.5588 -19.5351 2.49406 429.094 3.77072 0.492885 0.246254 0.246207
2.3 -69.8351 -22.4502 2.09635 442.546 3.78387 0.683462 0.245941 0.245898
2.35 -70.0149 -25.4624 1.80546 454.897 3.79094 0.880112 0.245642 0.245603
2.4 -70.1278 -28.5929 1.58905 465.266 3.79385 1.08435 0.245357 0.245324
2.45 -70.1942 -31.8575 1.4253 472.08 3.79394 1.29744 0.245086 0.245058
2.5 -70.2285 -35.251 1.29945 472.595 3.79215 1.51938 0.244828 0.244805
2.55 -70.2404 -38.7207 1.20146 462.362 3.78909 1.7472 0.244581 0.244565
2.6 -70.2366 -42.1391 1.12438 435.314 3.78519 1.97269 0.244347 0.244337
