0 60 -10 0.001 0.001 0.1 0.1 0.3 0.3
0.05 46.0528 -8.70325 1.76461 5.3571 -4.48964 -0.241557 0.297073 0.297073
0.1 38.9372 -2.48027 5.87797 9.40075 -3.91064 -0.717499 0.294289 0.294289
0.15 35.0556 11.7466 10.227 12.1316 -3.6134 -1.81992 0.291641 0.291641
0.2 32.3009 32.1272 14.0797 13.2118 -3.39377 -3.4159 0.289121 0.289121
0.25 29.7917 47.3083 17.4003 12.0222 -3.18474 -4.74457 0.286724 0.286724
0.3 27.2322 51.4604 20.3393 9.64407 -2.96983 -5.26967 0.284444 0.284444
0.35 24.5546 51.6805 23.0451 7.90946 -2.74753 -5.25485 0.282274 0.282274
0.4 21.7682 50.5568 25.619 6.86734 -2.5201 -5.34744 0.28021 0.28021
0.45 18.9033 47.6273 28.1175 6.13345 -2.29034 -5.75981 0.278246 0.278246
0.5 15.9921 40.916 30.5643 5.21291 -2.06072 -6.90651 0.276378 0.276378
0.55 13.0628 26.6291 32.9617 3.35023 -1.83323 -9.64166 0.274601 0.274601
0.6 10.1383 0.556864 35.2986 -0.604953 -1.60935 -15.2734 0.27291 0.272909
0.65 7.23649 -3.29861 37.5552 -7.79916 -1.39018 -24.6394 0.271301 0.2713
0.7 4.37061 4.32401 39.7051 -6.88623 -1.17642 -24.3722 0.26977 0.269769
0.75 1.55035 -10.9593 41.7163 -3.75464 -0.968538 -19.5782 0.268314 0.268313
0.8 -1.21762 12.4022 43.5499 -3.47075 -0.766777 -22.5641 0.266928 0.266927
0.85 -3.92894 4.8154 45.1592 1.29733 -0.571219 -13.2446 0.26561 0.265608
0.9 -6.58095 1.85176 46.4875 2.72398 -0.381837 -13.9285 0.264355 0.264353
0.95 -9.17235 3.43365 47.4667 5.04807 -0.198525 -13.1421 0.263161 0.263159
1 -11.7028 7.75205 48.0175 8.05882 -0.0211178 -11.3426 0.262026 0.262023
1.05 -14.173 13.2073 48.0521 11.4089 0.150599 -9.23185 0.260945 0.260942
1.1 -16.5846 18.4045 47.4819 14.7597 0.3169 -7.23013 0.259917 0.259913
1.15 -18.9409 22.3398 46.2324 17.8668 0.478148 -5.57079 0.258938 0.258934
1.2 -21.2473 24.591 44.2632 20.6225 0.63484 -4.33834 0.258007 0.258002
1.25 -23.5121 25.2519 41.5902 23.0408 0.787662 -3.49967 0.257121 0.257116
1.3 -25.7473 24.6972 38.3008 25.2029 0.937527 -2.95782 0.256278 0.256272
1.35 -27.9685 23.3502 34.5526 27.2041 1.08559 -2.60613 0.255475 0.255469
1.4 -30.1949 21.5492 30.5518 29.1212 1.23323 -2.36037 0.254712 0.254705
1.45 -32.4481 19.514 26.5162 31.0036 1.38197 -2.16688 0.253985 0.253978
1.5 -34.7514 17.3676 22.6384 32.8772 1.53344 -1.99675 0.253293 0.253285
1.55 -37.1289 15.1722 19.0595 34.7523 1.68927 -1.83643 0.252635 0.252627
