0 60 -10 0.001 0.001 0.1 0.1 0.3 0.3
0.05 45.8864 -8.9529 1.78452 5.36307 -4.47462 -0.221663 0.297073 0.297073
0.1 38.7137 -3.0013 5.93674 9.41246 -3.89197 -0.676517 0.294289 0.294289
0.15 34.8209 10.9253 10.3189 12.1523 -3.5947 -1.75566 0.291641 0.291641
0.2 32.0704 31.219 14.1934 13.2793 -3.37585 -3.34349 0.289121 0.289121
0.25 29.5692 46.8048 17.5261 12.1717 -3.16771 -4.69338 0.286724 0.286724
0.3 27.0178 51.295 20.4701 9.80367 -2.95358 -5.25285 0.284444 0.284444
0.35 24.3472 51.612 23.1764 8.03827 -2.73194 -5.24414 0.282274 0.282274
0.4 21.5667 50.5664 25.7479 6.97572 -2.50507 -5.32676 0.28021 0.28021
0.45 18.7066 47.7925 28.242 6.24289 -2.27577 -5.71133 0.278246 0.278246
0.5 15.7992 41.4583 30.6829 5.36385 -2.04653 -6.78429 0.276378 0.276378
0.55 12.8727 28.018 33.0733 3.62533 -1.81933 -9.34153 0.274601 0.274601
0.6 9.95011 3.35703 35.4018 0.00991742 -1.59569 -14.6044 0.27291 0.272909
0.65 7.04929 -10.9419 37.6484 -7.16915 -1.37666 -23.4223 0.271301 0.2713
0.7 4.18359 47.7091 39.7865 12.768 -1.16299 -27.0702 0.26977 0.269769
0.75 1.36265 46.3639 41.7832 12.2315 -0.955138 -4.15826 0.268314 0.268313
0.8 -1.40682 44.873 43.599 12.3744 -0.753339 -4.04405 0.266928 0.266927
0.85 -4.12047 43.2507 45.1861 12.9682 -0.557682 -3.92723 0.26561 0.265608
0.9 -6.77566 41.5213 46.4866 13.874 -0.368141 -3.80489 0.264355 0.264353
0.95 -9.3711 39.7103 47.4313 15.007 -0.184606 -3.6735 0.263161 0.263159
1 -11.9065 37.8358 47.9399 16.3125 -0.00691247 -3.53128 0.262026 0.262023
1.05 -14.3827 35.9048 47.9238 17.7529 0.165162 -3.37917 0.260945 0.260942
1.1 -16.8015 33.9172 47.2954 19.3005 0.331901 -3.22016 0.259917 0.259913
1.15 -19.1664 31.872 45.9822 20.9341 0.493688 -3.0576 0.258938 0.258934
