0 0 0 0.1 0.1
0.05 -0.074856 -0.0748568 -0.942352 -0.942352
0.1 -0.135748 -0.135753 -0.928747 -0.928747
0.15 -0.181462 -0.18148 -0.916838 -0.916837
0.2 -0.211885 -0.211927 -0.906575 -0.906572
0.25 -0.227533 -0.227612 -0.897864 -0.897858
0.3 -0.229263 -0.229395 -0.890591 -0.890581
0.35 -0.218094 -0.218298 -0.884636 -0.884621
0.4 -0.195105 -0.1954 -0.879881 -0.879859
0.45 -0.161364 -0.161775 -0.876212 -0.876181
0.5 -0.117898 -0.118448 -0.873524 -0.873483
0.55 -0.0656702 -0.0663864 -0.87172 -0.871668
0.6 -0.00557062 -0.00648119 -0.870714 -0.870648
0.65 0.0615843 0.0604491 -0.870427 -0.870345
0.7 0.135051 0.133659 -0.870787 -0.870687
0.75 0.214157 0.212474 -0.871731 -0.87161
0.8 0.298292 0.296283 -0.873201 -0.873058
0.85 0.386907 0.384535 -0.875147 -0.87498
0.9 0.479507 0.476732 -0.877524 -0.877329
0.95 0.575646 0.572427 -0.88029 -0.880064
1 0.674922 0.671215 -0.883408 -0.88315
1.05 0.776973 0.772735 -0.886846 -0.886552
1.1 0.881472 0.876656 -0.890574 -0.890241
1.15 0.988126 0.982684 -0.894564 -0.89419
1.2 1.09667 1.09055 -0.898794 -0.898374
1.25 1.20686 1.20001 -0.903241 -0.902773
1.3 1.31848 1.31085 -0.907885 -0.907365
1.35 1.43134 1.42288 -0.912709 -0.912133
1.4 1.54526 1.5359 -0.917695 -0.917061
1.45 1.66007 1.64976 -0.92283 -0.922133
1.5 1.77564 1.76431 -0.9281 -0.927336
1.55 1.89182 1.87941 -0.933491 -0.932657
1.6 2.0085 1.99495 -0.938993 -0.938085
1.65 2.12557 2.11081 -0.944596 -0.943609
1.7 2.24292 2.22689 -0.95029 -0.94922
1.75 2.36047 2.34309 -0.956065 -0.954908
1.8 2.47814 2.45935 -0.961914 -0.960665
1.85 2.59585 2.57557 -0.96783 -0.966484
1.9 2.71353 2.69168 -0.973804 -0.972358
1.95 2.83113 2.80764 -0.979832 -0.97828
2 2.94858 2.92336 -0.985908 -0.984245
2.05 3.06583 3.03882 -0.992025 -0.990246
2.1 3.18285 3.15395 -0.998178 -0.996278
2.15 3.29959 3.26872 -1.00436 -1.00234
2.2 3.416 3.38308 -1.01058 -1.00842
2.25 3.53207 3.497 -1.01681 -1.01452
2.3 3.64775 3.61046 -1.02307 -1.02063
2.35 3.76303 3.72341 -1.02935 -1.02676
2.4 3.87788 3.83585 -1.03563 -1.03289
2.45 3.99229 3.94773 -1.04193 -1.03903
2.5 4.10622 4.05905 -1.04824 -1.04517
2.55 4.21968 4.16979 -1.05455 -1.05131
2.6 4.33264 4.27993 -1.06087 -1.05745
2.65 4.44509 4.38947 -1.06719 -1.06358
2.7 4.55704 4.49838 -1.0735 -1.0697
2.75 4.66847 4.60667 -1.07982 -1.07582
2.8 4.77938 4.71432 -1.08613 -1.08192
2.85 4.88976 4.82133 -1.09244 -1.08801
2.9 4.99962 4.92769 -1.09874 -1.09409
2.95 5.10896 5.03341 -1.10504 -1.10016
3 5.21778 5.13849 -1.11133 -1.10621
3.05 5.32608 5.24291 -1.11761 -1.11224
3.1 5.43387 5.3467 -1.12388 -1.11826
3.15 5.54116 5.44984 -1.13014 -1.12425
3.2 5.64795 5.55234 -1.13639 -1.13023
3.25 5.75425 5.65421 -1.14263 -1.13619
3.3 5.86008 5.75545 -1.14886 -1.14213
3.35 5.96545 5.85608 -1.15508 -1.14805
3.4 6.07036 5.95609 -1.16129 -1.15394
3.45 6.17483 6.05549 -1.16749 -1.15982
3.5 6.27888 6.1543 -1.17368 -1.16568
3.55 6.38252 6.25253 -1.17985 -1.17151
3.6 6.48577 6.35018 -1.18602 -1.17733
3.65 6.58864 6.44726 -1.19219 -1.18312
3.7 6.69116 6.54379 -1.19834 -1.18889
3.75 6.79334 6.63978 -1.20448 -1.19464
3.8 6.89521 6.73525 -1.21062 -1.20037
3.85 6.99679 6.83019 -1.21675 -1.20608
3.9 7.09809 6.92464 -1.22288 -1.21177
3.95 7.19915 7.0186 -1.229 -1.21744
4 7.29998 7.11208 -1.23512 -1.22309
4.05 7.40062 7.20511 -1.24123 -1.22873
4.1 7.50109 7.29769 -1.24735 -1.23434
4.15 7.60141 7.38985 -1.25347 -1.23994
4.2 7.70162 7.4816 -1.25958 -1.24552
4.25 7.80175 7.57295 -1.26571 -1.25108
4.3 7.90183 7.66392 -1.27183 -1.25663
4.35 8.00189 7.75454 -1.27797 -1.26216
4.4 8.10197 7.84481 -1.28411 -1.26768
4.45 8.20209 7.93476 -1.29026 -1.27319
4.5 8.30231 8.0244 -1.29643 -1.27868
4.55 8.40266 8.11375 -1.30261 -1.28417
4.6 8.50319 8.20284 -1.30881 -1.28964
4.65 8.60392 8.29168 -1.31503 -1.2951
4.7 8.70492 8.3803 -1.32127 -1.30055
4.75 8.80623 8.46871 -1.32753 -1.306
4.8 8.90791 8.55694 -1.33383 -1.31144
4.85 9.00999 8.64501 -1.34016 -1.31687
4.9 9.11255 8.73294 -1.34652 -1.32231
4.95 9.21565 8.82076 -1.35292 -1.32773
5 9.31934 8.9085 -1.35936 -1.33316
5.05 9.4237 8.99616 -1.36585 -1.33859
5.1 9.5288 9.0838 -1.37238 -1.34402
5.15 9.63471 9.17142 -1.37898 -1.34945
5.2 9.74153 9.25907 -1.38564 -1.35489
5.25 9.84933 9.34676 -1.39236 -1.36033
5.3 9.95822 9.43454 -1.39915 -1.36578
5.35 10.0683 9.52243 -1.40602 -1.37125
5.4 10.1797 9.61047 -1.41298 -1.37672
5.45 10.2925 9.69869 -1.42003 -1.38221
5.5 10.4068 9.78714 -1.42719 -1.38772
5.55 10.5228 9.87585 -1.43445 -1.39324
5.6 10.6407 9.96486 -1.44183 -1.39879
5.65 10.7605 10.0542 -1.44934 -1.40436
5.7 10.8826 10.144 -1.45699 -1.40996
5.75 11.007 10.2342 -1.4648 -1.41559
5.8 11.134 10.3249 -1.47277 -1.42125
5.85 11.2639 10.4161 -1.48092 -1.42695
5.9 11.3968 10.508 -1.48927 -1.4327
5.95 11.5331 10.6005 -1.49784 -1.43848
6 11.6731 10.6938 -1.50664 -1.44432
6.05 11.8171 10.7879 -1.5157 -1.4502
6.1 11.9655 10.883 -1.52504 -1.45615
6.15 12.1188 10.979 -1.53469 -1.46216
6.2 12.2774 11.076 -1.54468 -1.46824
6.25 12.4418 11.1743 -1.55504 -1.4744
6.3 12.6127 11.2738 -1.56582 -1.48064
6.35 12.7908 11.3748 -1.57705 -1.48697
6.4 12.9767 11.4772 -1.58878 -1.4934
6.45 13.1714 11.5814 -1.60106 -1.49993
6.5 13.3758 11.6873 -1.61397 -1.50658
6.55 13.5911 11.7953 -1.62757 -1.51336
6.6 13.8184 11.9054 -1.64194 -1.52027
6.65 14.0594 12.0179 -1.65717 -1.52734
6.7 14.3156 12.1329 -1.67337 -1.53457
6.75 14.5891 12.2508 -1.69066 -1.54198
6.8 14.882 12.3717 -1.7092 -1.54959
6.85 15.197 12.4961 -1.72913 -1.55741
6.9 15.5373 12.6241 -1.75068 -1.56547
6.95 15.9064 12.7562 -1.77405 -1.57378
7 16.3088 12.8927 -1.79954 -1.58238
7.05 16.7496 13.0342 -1.82747 -1.59129
7.1 17.235 13.1811 -1.85824 -1.60055
7.15 17.7726 13.3339 -1.89232 -1.61019
7.2 18.3714 13.4934 -1.93029 -1.62024
7.25 19.0427 13.6602 -1.97285 -1.63076
7.3 19.8 13.8351 -2.02089 -1.6418
7.35 20.6603 14.0191 -2.07547 -1.65341
7.4 21.6448 14.2131 -2.13794 -1.66566
7.45 22.7797 14.4185 -2.20996 -1.67863
7.5 24.098 14.6364 -2.29364 -1.6924
7.55 25.641 14.8686 -2.39159 -1.70707
7.6 27.4601 15.1168 -2.50708 -1.72276
7.65 29.618 15.3831 -2.64409 -1.73961
7.7 32.1898 15.67 -2.8074 -1.75775
7.75 35.2599 15.9804 -3.00237 -1.77739
7.8 38.913 16.3175 -3.23439 -1.79872
7.85 43.2142 16.6854 -3.50758 -1.82201
7.9 48.1703 17.0888 -3.82239 -1.84755
7.95 53.6741 17.5332 -4.17202 -1.8757
8 59.4486 18.0255 -4.53892 -1.90688
8.05 65.0403 18.5738 -4.8944 -1.94163
8.1 69.9132 19.188 -5.20453 -1.98055
8.15 73.6262 19.8802 -5.44111 -2.02442
8.2 75.9775 20.6651 -5.59086 -2.07418
8.25 77.0195 21.561 -5.6568 -2.13098
8.3 76.963 22.5907 -5.65247 -2.19628
8.35 76.0656 23.7821 -5.59456 -2.27184
8.4 74.561 25.1701 -5.49817 -2.35988
8.45 72.6344 26.7977 -5.37513 -2.46313
8.5 70.4233 28.7174 -5.23418 -2.58493
8.55 68.0274 30.9916 -5.08159 -2.72922
8.6 65.5183 33.6915 -4.92188 -2.90055
8.65 62.9473 36.8915 -4.75829 -3.10362
8.7 60.3513 40.6562 -4.59314 -3.34255
8.75 57.7567 45.0151 -4.42811 -3.6192
8.8 55.1819 49.9229 -4.26437 -3.93071
8.85 52.6395 55.2113 -4.1027 -4.26642
8.9 50.1376 60.559 -3.94363 -4.60599
8.95 47.6808 65.5233 -3.78744 -4.92143
9 45.2709 69.6535 -3.63425 -5.18414
9.05 42.9074 72.6362 -3.48402 -5.37397
9.1 40.5877 74.3767 -3.33659 -5.48457
9.15 38.3068 74.9731 -3.19164 -5.52205
9.2 36.058 74.6277 -3.04875 -5.49943
9.25 33.832 73.5637 -2.90734 -5.43114
9.3 31.6177 71.9784 -2.76668 -5.32984
9.35 29.4014 70.028 -2.62592 -5.20549
9.4 27.1677 67.8299 -2.48407 -5.06554
