0 60 -30 0.001 0.001 0.1 0.1 0.3 0.3
0.05 45.5461 -31.3884 16.8318 50.6881 -4.47056 1.5358 0.297073 0.297073
0.1 37.3831 -31.0103 53.8181 68.4696 -3.80298 1.49298 0.294289 0.294289
0.15 32.6332 -28.3293 90.0565 72.0839 -3.42855 1.27172 0.291641 0.291641
0.2 29.2831 -22.6557 119.76 71.3957 -3.161 0.823463 0.289121 0.289122
0.25 26.3516 -12.8177 143.801 71.5964 -2.9212 0.0636781 0.286725 0.286725
0.3 23.4488 2.77284 164.319 75.048 -2.68271 -1.12381 0.284445 0.284445
0.35 20.4528 23.6999 182.984 80.0437 -2.439 -2.70748 0.282276 0.282276
0.4 17.348 42.2637 200.755 76.9828 -2.19031 -4.16323 0.280213 0.280212
0.45 14.1559 50.1158 218.051 61.7622 -1.93876 -4.93964 0.27825 0.278249
0.5 10.9074 51.5444 234.953 49.2505 -1.68676 -5.00395 0.276383 0.276382
0.55 7.63264 51.4308 251.339 43.8368 -1.43646 -4.93616 0.274608 0.274605
0.6 4.35867 50.7191 266.967 42.5221 -1.18966 -4.92042 0.272918 0.272914
0.65 1.10894 49.5297 281.505 43.1958 -0.947814 -4.96371 0.271312 0.271306
0.7 -2.09545 47.8838 294.535 44.8236 -0.712195 -5.06878 0.269783 0.269776
0.75 -5.23418 45.8971 305.545 47.1117 -0.483988 -5.21646 0.268329 0.26832
0.8 -8.28602 43.8471 313.913 50.3611 -0.264428 -5.34775 0.266946 0.266935
0.85 -11.2275 42.0886 318.907 55.2367 -0.0549022 -5.37691 0.265631 0.265617
0.9 -14.0326 40.848 319.712 62.3144 0.143026 -5.23914 0.26438 0.264363
0.95 -16.6744 40.0676 315.522 71.6407 0.32772 -4.93655 0.26319 0.26317
1 -19.1293 39.4525 305.712 82.6702 0.497769 -4.53746 0.262058 0.262035
1.05 -21.3842 38.6692 290.078 94.6159 0.652473 -4.12999 0.260981 0.260954
1.1 -23.4442 37.5168 269.064 106.869 0.792395 -3.77391 0.259957 0.259927
