0 60 -10 0.5 0.5 0.1 0.1 0.3 0.3
0.05 45.7225 -8.72206 395659 1.27379e+06 -4.45701 -0.240267 0.297075 0.2975
0.1 38.5457 -2.54372 1.53935e+06 2.74267e+06 -3.86074 -0.55208 0.293094 0.228179
0.15 34.6904 11.5817 3.14133e+06 4.28531e+06 -3.01072 -1.05703 0.245049 0.17067
0.2 32.0023 31.825 5.03732e+06 5.70748e+06 -1.7833 -2.82193 0.152952 0.240559
0.25 29.5372 46.996 7.16734e+06 6.71342e+06 -2.27323 -4.24565 0.20589 0.258075
0.3 27.0042 51.2381 9.51739e+06 7.32339e+06 -2.33661 -5.06963 0.225091 0.274745
0.35 24.3468 51.5035 1.20872e+07 7.8532e+06 -2.35528 -5.39485 0.243353 0.290583
0.4 21.5786 50.3946 1.4879e+07 8.39157e+06 -2.33149 -5.82076 0.2607 0.30566
0.45 18.7316 47.4479 1.7894e+07 8.93369e+06 -2.26873 -6.61691 0.277161 0.319993
0.5 15.8385 40.6346 2.11306e+07 9.43614e+06 -2.17081 -8.3527 0.29275 0.333622
0.55 12.9276 25.9995 2.45845e+07 9.79958e+06 -2.04156 -12.2702 0.307465 0.346578
0.6 10.0221 -0.897918 2.82483e+07 9.85944e+06 -1.88461 -20.4475 0.321275 0.358891
0.65 7.13955 2.42208 3.21114e+07 9.52147e+06 -1.7034 -34.595 0.334113 0.37059
0.7 4.29341 -11.2745 3.61599e+07 9.46534e+06 -1.50111 -31.6642 0.345859 0.381668
0.75 1.49333 30.4544 4.03759e+07 1.32131e+07 -1.28084 -36.8311 0.356332 0.392226
0.8 -1.25398 21.6544 4.4737e+07 1.41906e+07 -1.04574 -13.8378 0.365275 0.40214
0.85 -3.94411 13.6974 4.92152e+07 1.52859e+07 -0.799276 -16.6938 0.372357 0.4116
0.9 -6.57439 9.13871 5.37758e+07 1.65794e+07 -0.545452 -18.5224 0.377178 0.420598
0.95 -9.14347 8.99478 5.83763e+07 1.81338e+07 -0.289059 -18.484 0.379314 0.429097
1 -11.6511 12.1651 6.29651e+07 1.99564e+07 -0.0356995 -16.6805 0.37838 0.437099
1.05 -14.098 16.7603 6.74816e+07 2.20071e+07 0.208456 -13.9668 0.374128 0.444604
1.1 -16.4859 21.103 7.18571e+07 2.42332e+07 0.437297 -11.1824 0.366552 0.451595
1.15 -18.8184 24.157 7.60183e+07 2.65966e+07 0.645716 -8.83546 0.355963 0.458043
1.2 -21.1006 25.6035 7.98932e+07 2.90826e+07 0.830616 -7.10727 0.343004 0.463899
1.25 -23.341 25.6334 8.34193e+07 3.16954e+07 0.991607 -5.94842 0.328571 0.469091
1.3 -25.5508 24.6494 8.65523e+07 3.44485e+07 1.1311 -5.20225 0.313664 0.473516
1.35 -27.745 23.0434 8.92723e+07 3.73561e+07 1.25373 -4.70451 0.299221 0.477036
1.4 -29.9415 21.0996 9.15846e+07 4.04295e+07 1.3654 -4.33241 0.285984 0.479475
1.45 -32.1605 18.9896 9.35165e+07 4.36758e+07 1.47231 -4.01189 0.274438 0.480605
1.5 -34.4236 16.8043 9.51092e+07 4.70991e+07 1.58019 -3.70521 0.264823 0.480155
1.55 -36.7531 14.5876 9.64101e+07 5.07014e+07 1.69398 -3.3961 0.257178 0.477806
1.6 -39.1701 12.3601 9.74655e+07 5.44832e+07 1.81768 -3.07913 0.251409 0.47321
1.65 -41.6929 10.1321 9.83173e+07 5.84447e+07 1.95437 -2.75411 0.247345 0.466015
1.7 -44.3336 7.90876 9.90006e+07 6.25852e+07 2.10618 -2.42346 0.244786 0.455909
1.75 -47.092 5.69351 9.95447e+07 6.69038e+07 2.27414 -2.09128 0.243527 0.442679
1.8 -49.9485 3.48844 9.99732e+07 7.13992e+07 2.45777 -1.76292 0.243374 0.426274
1.85 -52.8556 1.29495 1.00306e+08 7.607e+07 2.6546 -1.44455 0.244156 0.406867
1.9 -55.7327 -0.886212 1.00561e+08 8.09142e+07 2.85977 -1.14256 0.24572 0.384884
1.95 -58.4704 -3.0548 1.00754e+08 8.59297e+07 3.06618 -0.862853 0.247936 0.360996
2 -60.9488 -5.21107 1.00898e+08 9.11138e+07 3.26552 -0.609991 0.250689 0.336052
2.05 -63.0674 -7.35571 1.01006e+08 9.64631e+07 3.45017 -0.386639 0.253884 0.31098
2.1 -64.773 -9.48986 1.01088e+08 1.01973e+08 3.61514 -0.193289 0.257435 0.286668
2.15 -66.0697 -11.6152 1.01151e+08 1.07639e+08 3.75897 -0.0284018 0.261271 0.263861
2.2 -67.0059 -13.7339 1.01202e+08 1.13452e+08 3.88325 0.11114 0.265331 0.243101
2.25 -67.6521 -15.849 1.01244e+08 1.19402e+08 3.99128 0.229422 0.269562 0.22471
2.3 -68.0796 -17.9643 1.01279e+08 1.25473e+08 4.08675 0.330912 0.273921 0.208808
2.35 -68.3496 -20.0846 1.0131e+08 1.31641e+08 4.17294 0.419999 0.27837 0.195361
2.4 -68.5092 -22.216 1.01338e+08 1.37874e+08 4.25241 0.500705 0.282879 0.184225
2.45 -68.5927 -24.3658 1.01363e+08 1.4412e+08 4.327 0.576562 0.287422 0.175202
2.5 -68.624 -26.5426 1.01386e+08 1.50303e+08 4.39796 0.65061 0.291979 0.168071
2.55 -68.6195 -28.7565 1.01408e+08 1.56318e+08 4.46612 0.725492 0.296531 0.162623
2.6 -68.5902 -31.0191 1.01428e+08 1.62018e+08 4.53203 0.803601 0.301065 0.158678
2.65 -68.5436 -33.3448 1.01448e+08 1.67227e+08 4.59601 0.88729 0.305568 0.156095
2.7 -68.4847 -35.7528 1.01466e+08 1.7176e+08 4.65827 0.979123 0.310031 0.154781
2.75 -68.4171 -38.27 1.01484e+08 1.75474e+08 4.71892 1.08212 0.314446 0.154675
2.8 -68.3428 -40.9313 1.01502e+08 1.7832e+08 4.77804 1.19984 0.318805 0.155739
2.85 -68.2636 -43.7731 1.01519e+08 1.80364e+08 4.83566 1.33603 0.323104 0.157918
2.9 -68.1804 -46.82 1.01537e+08 1.81753e+08 4.8918 1.49388 0.327339 0.161131
2.95 -68.0942 -50.066 1.01554e+08 1.82658e+08 4.94646 1.67497 0.331506 0.165253
3 -68.0052 -53.4549 1.0157e+08 1.83235e+08 4.99965 1.8781 0.335603 0.170137
3.05 -67.9141 -56.8637 1.01587e+08 1.83599e+08 5.05137 2.09823 0.339628 0.175627
3.1 -67.8209 -60.1056 1.01604e+08 1.83831e+08 5.10162 2.32611 0.343579 0.181577
3.15 -67.7259 -62.9681 1.01621e+08 1.8398e+08 5.1504 2.54971 0.347456 0.187862
3.2 -67.6292 -65.2853 1.01638e+08 1.8408e+08 5.19773 2.75778 0.351258 0.194375
3.25 -67.531 -66.9993 1.01655e+08 1.8415e+08 5.2436 2.94355 0.354984 0.201033
3.3 -67.4313 -68.1653 1.01673e+08 1.84202e+08 5.28802 3.1061 0.358636 0.207767
3.35 -67.3302 -68.9026 1.0169e+08 1.84243e+08 5.33102 3.24867 0.362213 0.214527
3.4 -67.2276 -69.3394 1.01708e+08 1.84276e+08 5.3726 3.376 0.365716 0.221271
3.45 -67.1238 -69.5807 1.01725e+08 1.84304e+08 5.41278 3.49242 0.369145 0.227969
3.5 -67.0186 -69.7004 1.01744e+08 1.84329e+08 5.45157 3.60115 0.372502 0.234597
3.55 -66.9122 -69.7465 1.01762e+08 1.84351e+08 5.48901 3.70432 0.375786 0.241137
3.6 -66.8045 -69.7485 1.0178e+08 1.84371e+08 5.5251 3.80325 0.379 0.247576
3.65 -66.6956 -69.7239 1.01799e+08 1.8439e+08 5.55986 3.89872 0.382145 0.253903
3.7 -66.5854 -69.6832 1.01818e+08 1.84408e+08 5.59333 3.99119 0.385221 0.260111
3.75 -66.4742 -69.6324 1.01838e+08 1.84424e+08 5.62553 4.08094 0.388229 0.266196
3.8 -66.3617 -69.575 1.01858e+08 1.8444e+08 5.65647 4.16811 0.391172 0.272154
3.85 -66.2482 -69.5132 1.01878e+08 1.84456e+08 5.68618 4.2528 0.39405 0.277983
3.9 -66.1335 -69.4483 1.01898e+08 1.84471e+08 5.71469 4.33507 0.396865 0.283681
3.95 -66.0178 -69.3809 1.01919e+08 1.84485e+08 5.74202 4.41497 0.399617 0.289249
4 -65.901 -69.3114 1.0194e+08 1.845e+08 5.7682 4.49254 0.402309 0.294688
4.05 -65.7832 -69.2403 1.01962e+08 1.84514e+08 5.79324 4.56781 0.404941 0.299998
4.1 -65.6643 -69.1676 1.01984e+08 1.84528e+08 5.81719 4.64082 0.407515 0.305181
4.15 -65.5445 -69.0934 1.02006e+08 1.84542e+08 5.84005 4.71159 0.410032 0.310238
4.2 -65.4238 -69.0178 1.02029e+08 1.84556e+08 5.86186 4.78019 0.412494 0.315171
4.25 -65.3021 -68.9408 1.02052e+08 1.8457e+08 5.88264 4.84663 0.414901 0.319984
4.3 -65.1795 -68.8625 1.02076e+08 1.84584e+08 5.90242 4.91096 0.417255 0.324678
4.35 -65.0561 -68.7829 1.021e+08 1.84598e+08 5.92121 4.97322 0.419557 0.329256
4.4 -64.9318 -68.7019 1.02124e+08 1.84612e+08 5.93905 5.03345 0.421809 0.333719
4.45 -64.8068 -68.6196 1.02149e+08 1.84626e+08 5.95595 5.09171 0.424012 0.338072
4.5 -64.6809 -68.536 1.02174e+08 1.84641e+08 5.97194 5.14802 0.426166 0.342317
4.55 -64.5543 -68.4511 1.022e+08 1.84655e+08 5.98705 5.20244 0.428273 0.346455
4.6 -64.427 -68.3649 1.02227e+08 1.8467e+08 6.00129 5.255 0.430335 0.350491
4.65 -64.299 -68.2774 1.02254e+08 1.84685e+08 6.0147 5.30575 0.432352 0.354426
4.7 -64.1703 -68.1886 1.02281e+08 1.847e+08 6.02728 5.35473 0.434325 0.358264
4.75 -64.041 -68.0985 1.02309e+08 1.84715e+08 6.03907 5.40199 0.436255 0.362006
4.8 -63.9112 -68.0072 1.02338e+08 1.8473e+08 6.05008 5.44756 0.438144 0.365656
4.85 -63.7808 -67.9145 1.02367e+08 1.84746e+08 6.06034 5.49149 0.439992 0.369215
4.9 -63.6498 -67.8206 1.02397e+08 1.84761e+08 6.06987 5.53381 0.441801 0.372687
4.95 -63.5184 -67.7254 1.02427e+08 1.84777e+08 6.07868 5.57457 0.443571 0.376073
5 -63.3866 -67.6289 1.02458e+08 1.84794e+08 6.0868 5.61381 0.445304 0.379377
5.05 -63.2543 -67.5312 1.0249e+08 1.8481e+08 6.09425 5.65155 0.447 0.3826
5.1 -63.1216 -67.4322 1.02522e+08 1.84827e+08 6.10105 5.68785 0.44866 0.385745
5.15 -62.9886 -67.332 1.02555e+08 1.84844e+08 6.10721 5.72273 0.450285 0.388813
5.2 -62.8552 -67.2306 1.02588e+08 1.84861e+08 6.11276 5.75624 0.451875 0.391808
5.25 -62.7216 -67.128 1.02622e+08 1.84878e+08 6.11772 5.7884 0.453433 0.394731
5.3 -62.5877 -67.0242 1.02657e+08 1.84896e+08 6.12209 5.81925 0.454958 0.397583
5.35 -62.4536 -66.9192 1.02693e+08 1.84914e+08 6.12591 5.84883 0.456452 0.400368
5.4 -62.3194 -66.813 1.02729e+08 1.84933e+08 6.12918 5.87716 0.457914 0.403087
5.45 -62.185 -66.7056 1.02766e+08 1.84951e+08 6.13193 5.90429 0.459346 0.405742
5.5 -62.0504 -66.5972 1.02804e+08 1.8497e+08 6.13417 5.93023 0.460749 0.408334
5.55 -61.9158 -66.4876 1.02842e+08 1.84989e+08 6.13591 5.95502 0.462123 0.410866
5.6 -61.7811 -66.3769 1.02881e+08 1.85009e+08 6.13718 5.97869 0.463469 0.413339
5.65 -61.6465 -66.2651 1.02921e+08 1.85029e+08 6.13799 6.00127 0.464788 0.415755
5.7 -61.5118 -66.1523 1.02962e+08 1.85049e+08 6.13835 6.02279 0.466079 0.418115
5.75 -61.3771 -66.0384 1.03004e+08 1.8507e+08 6.13828 6.04328 0.467345 0.420421
5.8 -61.2426 -65.9235 1.03046e+08 1.85091e+08 6.13779 6.06275 0.468585 0.422675
5.85 -61.1081 -65.8076 1.03089e+08 1.85112e+08 6.1369 6.08125 0.4698 0.424877
5.9 -60.9738 -65.6908 1.03133e+08 1.85134e+08 6.13563 6.09878 0.47099 0.42703
5.95 -60.8396 -65.573 1.03178e+08 1.85156e+08 6.13397 6.11539 0.472157 0.429135
6 -60.7056 -65.4542 1.03224e+08 1.85179e+08 6.13196 6.1311 0.473301 0.431192
6.05 -60.5718 -65.3346 1.03271e+08 1.85202e+08 6.1296 6.14592 0.474422 0.433204
6.1 -60.4383 -65.2141 1.03318e+08 1.85226e+08 6.1269 6.15988 0.47552 0.435172
6.15 -60.305 -65.0928 1.03367e+08 1.8525e+08 6.12388 6.17301 0.476597 0.437096
6.2 -60.172 -64.9706 1.03416e+08 1.85274e+08 6.12054 6.18533 0.477653 0.438978
6.25 -60.0392 -64.8477 1.03467e+08 1.85299e+08 6.1169 6.19686 0.478687 0.44082
6.3 -59.9069 -64.7239 1.03518e+08 1.85324e+08 6.11297 6.20762 0.479702 0.442622
6.35 -59.7748 -64.5995 1.0357e+08 1.8535e+08 6.10876 6.21764 0.480697 0.444385
6.4 -59.6432 -64.4744 1.03623e+08 1.85376e+08 6.10429 6.22693 0.481672 0.44611
6.45 -59.5119 -64.3486 1.03677e+08 1.85403e+08 6.09955 6.23552 0.482628 0.447799
6.5 -59.381 -64.2221 1.03733e+08 1.8543e+08 6.09456 6.24342 0.483565 0.449452
6.55 -59.2505 -64.0951 1.03789e+08 1.85458e+08 6.08933 6.25065 0.484485 0.45107
6.6 -59.1205 -63.9675 1.03846e+08 1.85486e+08 6.08388 6.25724 0.485386 0.452654
6.65 -58.9909 -63.8393 1.03904e+08 1.85515e+08 6.07819 6.26321 0.48627 0.454206
6.7 -58.8617 -63.7106 1.03964e+08 1.85545e+08 6.0723 6.26856 0.487137 0.455725
6.75 -58.7331 -63.5815 1.04024e+08 1.85575e+08 6.0662 6.27332 0.487988 0.457214
6.8 -58.6049 -63.4519 1.04085e+08 1.85606e+08 6.05989 6.27751 0.488822 0.458671
6.85 -58.4772 -63.3219 1.04148e+08 1.85637e+08 6.0534 6.28115 0.48964 0.4601
6.9 -58.35 -63.1915 1.04211e+08 1.85669e+08 6.04672 6.28424 0.490442 0.461499
6.95 -58.2233 -63.0607 1.04276e+08 1.85701e+08 6.03987 6.28682 0.491229 0.46287
7 -58.0971 -62.9297 1.04342e+08 1.85734e+08 6.03284 6.28888 0.492001 0.464214
7.05 -57.9714 -62.7984 1.04408e+08 1.85768e+08 6.02565 6.29046 0.492758 0.465531
7.1 -57.8462 -62.6668 1.04476e+08 1.85803e+08 6.0183 6.29157 0.4935 0.466821
7.15 -57.7215 -62.535 1.04546e+08 1.85838e+08 6.01079 6.29221 0.494229 0.468087
7.2 -57.5974 -62.403 1.04616e+08 1.85874e+08 6.00314 6.29241 0.494943 0.469328
7.25 -57.4738 -62.2709 1.04687e+08 1.8591e+08 5.99534 6.29218 0.495644 0.470544
7.3 -57.3506 -62.1386 1.0476e+08 1.85947e+08 5.9874 6.29154 0.496332 0.471737
7.35 -57.228 -62.0063 1.04833e+08 1.85985e+08 5.97933 6.29049 0.497006 0.472907
7.4 -57.1059 -61.8739 1.04908e+08 1.86024e+08 5.97112 6.28906 0.497668 0.474054
7.45 -56.9843 -61.7415 1.04984e+08 1.86064e+08 5.96279 6.28726 0.498317 0.47518
7.5 -56.8631 -61.6091 1.05062e+08 1.86104e+08 5.95433 6.28509 0.498954 0.476284
7.55 -56.7425 -61.4767 1.0514e+08 1.86145e+08 5.94575 6.28257 0.499578 0.477367
7.6 -56.6223 -61.3444 1.0522e+08 1.86187e+08 5.93705 6.27972 0.500191 0.47843
7.65 -56.5026 -61.2121 1.05301e+08 1.86229e+08 5.92824 6.27654 0.500792 0.479473
7.7 -56.3833 -61.08 1.05383e+08 1.86273e+08 5.91931 6.27305 0.501382 0.480496
7.75 -56.2645 -60.948 1.05467e+08 1.86317e+08 5.91027 6.26926 0.50196 0.481501
7.8 -56.1461 -60.8162 1.05551e+08 1.86362e+08 5.90113 6.26519 0.502527 0.482487
7.85 -56.0281 -60.6846 1.05637e+08 1.86408e+08 5.89187 6.26083 0.503084 0.483454
7.9 -55.9104 -60.5532 1.05724e+08 1.86455e+08 5.8825 6.2562 0.50363 0.484405
7.95 -55.7932 -60.4221 1.05813e+08 1.86503e+08 5.87303 6.25131 0.504165 0.485337
8 -55.6763 -60.2912 1.05903e+08 1.86552e+08 5.86346 6.24618 0.504691 0.486253
8.05 -55.5597 -60.1605 1.05994e+08 1.86601e+08 5.85377 6.24081 0.505206 0.487153
8.1 -55.4434 -60.0302 1.06086e+08 1.86652e+08 5.84399 6.23521 0.505711 0.488036
8.15 -55.3274 -59.9002 1.0618e+08 1.86703e+08 5.83409 6.22938 0.506206 0.488903
8.2 -55.2116 -59.7706 1.06275e+08 1.86755e+08 5.82409 6.22335 0.506692 0.489755
8.25 -55.0961 -59.6413 1.06371e+08 1.86809e+08 5.81399 6.21711 0.507169 0.490592
8.3 -54.9808 -59.5124 1.06469e+08 1.86863e+08 5.80377 6.21068 0.507636 0.491414
8.35 -54.8657 -59.3839 1.06568e+08 1.86918e+08 5.79345 6.20406 0.508095 0.492222
8.4 -54.7507 -59.2557 1.06669e+08 1.86975e+08 5.78302 6.19726 0.508544 0.493015
8.45 -54.6357 -59.128 1.06771e+08 1.87032e+08 5.77247 6.19028 0.508985 0.493795
8.5 -54.5209 -59.0007 1.06874e+08 1.8709e+08 5.76181 6.18314 0.509416 0.494561
8.55 -54.4061 -58.8739 1.06979e+08 1.87149e+08 5.75103 6.17584 0.50984 0.495314
8.6 -54.2913 -58.7475 1.07085e+08 1.8721e+08 5.74013 6.16838 0.510255 0.496054
8.65 -54.1764 -58.6215 1.07192e+08 1.87271e+08 5.7291 6.16078 0.510662 0.496781
8.7 -54.0615 -58.496 1.07301e+08 1.87333e+08 5.71795 6.15304 0.511061 0.497495
8.75 -53.9464 -58.371 1.07412e+08 1.87397e+08 5.70666 6.14516 0.511451 0.498198
8.8 -53.8311 -58.2465 1.07523e+08 1.87461e+08 5.69524 6.13714 0.511834 0.498888
8.85 -53.7156 -58.1224 1.07637e+08 1.87527e+08 5.68368 6.12901 0.51221 0.499567
8.9 -53.5998 -57.9988 1.07752e+08 1.87593e+08 5.67197 6.12074 0.512577 0.500234
8.95 -53.4836 -57.8757 1.07868e+08 1.87661e+08 5.6601 6.11237 0.512937 0.50089
9 -53.3671 -57.753 1.07986e+08 1.8773e+08 5.64808 6.10387 0.51329 0.501536
9.05 -53.25 -57.6308 1.08106e+08 1.878e+08 5.63589 6.09527 0.513635 0.50217
9.1 -53.1324 -57.5091 1.08227e+08 1.87871e+08 5.62352 6.08656 0.513974 0.502793
9.15 -53.0142 -57.3878 1.08349e+08 1.87944e+08 5.61097 6.07775 0.514305 0.503407
9.2 -52.8953 -57.267 1.08474e+08 1.88017e+08 5.59823 6.06884 0.514629 0.50401
9.25 -52.7756 -57.1467 1.08599e+08 1.88092e+08 5.58529 6.05983 0.514946 0.504603
9.3 -52.655 -57.0268 1.08727e+08 1.88167e+08 5.57213 6.05072 0.515257 0.505186
9.35 -52.5335 -56.9073 1.08856e+08 1.88244e+08 5.55875 6.04152 0.51556 0.50576
