0 -28 -30 0.001 0.001 0.1 0.1 0.1 0.1 0.3 0.3 0.178 0.178
0.05 -27.3865 -29.3999 -0.00366367 -0.00190466 -3.14688 -1.96054 -1.21734 -1.37615 0.297073 0.297073 0.0267704 0.0243894
0.1 -26.2442 -28.3624 -0.00440701 -0.00274858 -2.95784 -1.84786 -1.11686 -1.28229 0.294287 0.294288 0.123121 0.112158
0.15 -24.247 -26.6318 -0.00410858 -0.00257418 -2.73128 -1.7179 -0.952041 -1.13662 0.291636 0.291638 0.247899 0.224974
0.2 -21.0422 -23.9288 -0.00374619 -0.0023702 -2.45345 -1.56415 -0.697263 -0.918873 0.289112 0.289116 0.411895 0.370875
0.25 -16.2381 -19.9355 -0.00330051 -0.00212733 -2.11115 -1.38011 -0.324676 -0.606427 0.286709 0.286715 0.637059 0.567313
0.3 -9.41873 -14.2861 -0.00275318 -0.00183606 -1.69256 -1.15913 0.194677 -0.173613 0.284421 0.284431 0.954528 0.840006
0.35 -0.283035 -6.61738 -0.00209158 -0.00148746 -1.19379 -0.895976 0.880437 0.404434 0.282244 0.282257 1.40029 1.22174
0.4 10.9568 3.21791 -0.00132529 -0.00107808 -0.635675 -0.592521 1.7136 1.13587 0.280172 0.280188 1.99901 1.74491
0.45 23.015 14.6909 -0.000514989 -0.000622064 -0.0829453 -0.26843 2.59728 1.97892 0.2782 0.278219 2.73154 2.41922
0.5 33.6226 26.1957 0.000217111 -0.000165754 0.368962 0.0326327 3.36691 2.81522 0.276324 0.276345 3.51495 3.20003
0.55 40.9128 35.5669 0.000960314 0.000218091 0.653255 0.260257 3.88719 3.48927 0.274539 0.274563 4.24145 3.98793
0.6 44.6456 41.5088 0.00198344 0.000689148 0.773421 0.390263 4.13672 3.90629 0.272842 0.272867 4.84702 4.68476
0.65 45.7533 44.2344 0.00309004 0.00128036 0.781376 0.435657 4.18658 4.07964 0.271227 0.271254 5.3325 5.24988
0.7 45.2684 44.7177 0.0041615 0.00189412 0.729993 0.427213 4.12122 4.0855 0.269694 0.26972 5.72848 5.69827
0.75 43.862 43.8458 0.00513687 0.00247374 0.651047 0.390927 3.99427 3.99568 0.268237 0.268261 6.0601 6.06103
0.8 41.8862 42.1673 0.00598702 0.00299024 0.559478 0.341514 3.83143 3.85266 0.266853 0.266875 6.33965 6.35996
0.85 39.5174 39.9734 0.00669848 0.00342975 0.46217 0.286044 3.64445 3.67719 0.26554 0.265558 6.57188 6.60563
0.9 36.854 37.4187 0.00726588 0.00378609 0.362848 0.228025 3.43971 3.47959 0.264295 0.264306 6.75876 6.8027
0.95 33.9635 34.5966 0.00768855 0.00405723 0.263994 0.169492 3.2217 3.26602 0.263115 0.263118 6.90181 6.95377
1 30.9011 31.5746 0.00796906 0.00424375 0.167493 0.11184 2.99421 3.04106 0.261996 0.261989 7.00288 7.06111
1.05 27.7159 28.4089 0.00811243 0.00434798 0.0748248 0.0561124 2.76061 2.80851 0.260936 0.260918 7.06439 7.12733
1.1 24.4524 25.1481 0.00812553 0.0043736 -0.0128746 0.00310022 2.52391 2.57172 0.259932 0.259901 7.08917 7.15539
1.15 21.1496 21.8352 0.00801659 0.00432522 -0.0947896 -0.0466221 2.28672 2.33356 0.258981 0.258935 7.08033 7.14856
1.2 17.841 18.5067 0.00779478 0.00420813 -0.170395 -0.092671 2.05122 2.09646 0.258081 0.258019 7.04109 7.11019
1.25 14.5538 15.1929 0.00746977 0.00402804 -0.23942 -0.13483 1.81916 1.86234 0.257229 0.25715 6.97454 7.0436
1.3 11.3098 11.9177 0.00705145 0.00379082 -0.301805 -0.173021 1.59185 1.63271 0.256423 0.256325 6.88361 6.95188
1.35 8.12518 8.69935 0.00654963 0.00350237 -0.357658 -0.207279 1.37023 1.40865 0.255659 0.255542 6.77096 6.83785
1.4 5.01132 5.55081 0.00597385 0.00316844 -0.407213 -0.237724 1.15493 1.19089 0.254937 0.254798 6.63891 6.70402
1.45 1.9757 2.48076 0.00533318 0.00279455 -0.450789 -0.264535 0.946298 0.979853 0.254253 0.254093 6.48947 6.55254
1.5 -0.977524 -0.505794 0.0046362 0.00238591 -0.488764 -0.287929 0.74446 0.775737 0.253605 0.253423 6.32436 6.38522
1.55 -3.84679 -3.40667 0.00389086 0.00194739 -0.521543 -0.308149 0.549387 0.578547 0.252991 0.252787 6.14497 6.20357
1.6 -6.63259 -6.22196 0.00310451 0.00148348 -0.549544 -0.325445 0.360919 0.388149 0.252408 0.252183 5.95245 6.00882
1.65 -9.33699 -8.95347 0.00228387 0.000998298 -0.573185 -0.340069 0.178804 0.204302 0.251856 0.251608 5.74771 5.80193
1.7 -11.9634 -11.6044 0.00143505 0.000495579 -0.592873 -0.352268 0.00271258 0.0266884 0.251331 0.251062 5.53142 5.58363
1.75 -14.5162 -14.1791 0.000563541 -2.13086e-05 -0.608999 -0.362282 -0.167745 -0.145082 0.250833 0.250542 5.30401 5.3544
1.8 -17.001 -16.6831 -0.000325913 -0.00052802 -0.621941 -0.37034 -0.333024 -0.31146 0.250359 0.250047 5.06568 5.11449
1.85 -19.4247 -19.1232 -0.000904402 -0.000538352 -0.63206 -0.376662 -0.493646 -0.472967 0.249907 0.249575 4.81632 4.86383
1.9 -21.7955 -21.5074 -0.000917152 -0.000546335 -0.639704 -0.381459 -0.650219 -0.630206 0.249476 0.249126 4.55549 4.60205
1.95 -24.1231 -23.8453 -0.000926577 -0.000552268 -0.645207 -0.384935 -0.803445 -0.783875 0.249066 0.248698 4.28235 4.32835
2 -26.4192 -26.1485 -0.000933154 -0.00055644 -0.648896 -0.387288 -0.954141 -0.934781 0.248675 0.248291 3.99558 4.04148
2.05 -28.6974 -28.4304 -0.000937345 -0.000559131 -0.651085 -0.388708 -1.10325 -1.08385 0.248302 0.247902 3.69332 3.73966
2.1 -30.9734 -30.7062 -0.000939593 -0.000560612 -0.652076 -0.389378 -1.25183 -1.23214 0.247946 0.247532 3.37315 3.42057
2.15 -33.2645 -32.9933 -0.000940325 -0.000561138 -0.652157 -0.389473 -1.40107 -1.3808 0.247607 0.247179 3.03206 3.08126
2.2 -35.5897 -35.3103 -0.000939941 -0.000560954 -0.651595 -0.389153 -1.55222 -1.5311 0.247284 0.246843 2.66651 2.71828
2.25 -37.9682 -37.6763 -0.000938803 -0.00056028 -0.650624 -0.388564 -1.70658 -1.6843 0.246975 0.246523 2.27257 2.32777
2.3 -40.418 -40.1095 -0.000937221 -0.000559306 -0.649435 -0.387823 -1.86534 -1.84161 0.246681 0.246217 1.84626 1.9058
2.35 -42.9531 -42.6245 -0.000935425 -0.000558176 -0.648155 -0.387012 -2.02943 -2.004 0.246401 0.245926 1.38413 1.44883
2.4 -45.5796 -45.2284 -0.000933531 -0.00055697 -0.646815 -0.386157 -2.19924 -2.17194 0.246133 0.245648 0.884126 0.954623
2.45 -48.2894 -47.9155 -0.000931497 -0.00055568 -0.645319 -0.385215 -2.37426 -2.34505 0.245877 0.245383 0.346966 0.423467
2.5 -51.0543 -50.6608 -0.000929073 -0.000554175 -0.643413 -0.384048 -2.55264 -2.52172 0.245633 0.24513 -0.222242 -0.140237
2.55 -53.8198 -53.4144 -0.000925769 -0.000552189 -0.640669 -0.382422 -2.73082 -2.69868 0.2454 0.244889 -0.812432 -0.726407
2.6 -56.5051 -56.1001 -0.000920862 -0.000549315 -0.636522 -0.380014 -2.90354 -2.871 0.245178 0.244659 -1.40597 -1.31851
2.65 -59.0112 -58.6224 -0.000913495 -0.000545058 -0.630369 -0.376469 -3.06436 -3.03247 0.244966 0.24444 -1.98007 -1.89466
2.7 -61.2409 -60.8841 -0.000902861 -0.000538935 -0.621723 -0.371489 -3.207 -3.17681 0.244763 0.244231 -2.51087 -2.43118
2.75 -63.1223 -62.8098 -0.00088844 -0.000530613 -0.610371 -0.364923 -3.32683 -3.29919 0.244569 0.244031 -2.97891 -2.90797
2.8 -64.6272 -64.3649 -0.000870172 -0.000520013 -0.596444 -0.356819 -3.42207 -3.39742 0.244384 0.24384 -3.37366 -3.31317
2.85 -65.7718 -65.5589 -0.000848469 -0.000507342 -0.580363 -0.347402 -3.49383 -3.47217 0.244207 0.243658 -3.69469 -3.64485
2.9 -66.6039 -66.435 -0.000824067 -0.000493008 -0.562704 -0.337001 -3.54528 -3.52629 0.244038 0.243484 -3.94938 -3.90926
