0 28 -30 0.001 0.001 0.1 0.1 0.1 0.1 0.3 0.3 0.178 0.178
0.05 22.9646 -29.3999 0.000957641 -0.00190466 -0.26958 -1.96054 2.56904 -1.37615 0.297073 0.297073 0.0835415 0.0243894
0.1 22.7988 -28.3624 0.000746696 -0.00274858 -0.19351 -1.84786 2.63385 -1.28229 0.29429 0.294288 0.371688 0.112158
0.15 23.4637 -26.6318 0.000588191 -0.00257418 -0.104839 -1.7179 2.72363 -1.13662 0.291643 0.291638 0.704443 0.224974
0.2 23.6489 -23.9288 0.000476512 -0.0023702 -0.0741782 -1.56415 2.73845 -0.918873 0.289125 0.289116 1.04787 0.370875
0.25 23.1727 -19.9355 0.000359455 -0.00212733 -0.091211 -1.38011 2.68604 -0.606427 0.28673 0.286715 1.38234 0.567313
0.3 22.1518 -14.2861 0.00019267 -0.00183606 -0.137132 -1.15913 2.58852 -0.173613 0.284451 0.284431 1.69884 0.840006
0.35 20.7308 -6.61738 -5.24989e-05 -0.00148746 -0.19894 -0.895976 2.46199 0.404434 0.282283 0.282257 1.99336 1.22174
0.4 19.0239 3.21791 -0.000339276 -0.00107808 -0.268719 -0.592521 2.31659 1.13587 0.280221 0.280188 2.26401 1.74491
0.45 17.1137 14.6909 -0.000442413 -0.000622064 -0.341554 -0.26843 2.15885 1.97892 0.278259 0.278219 2.50991 2.41922
0.5 15.0602 26.1957 -0.000547549 -0.000165754 -0.414273 0.0326327 1.99325 2.81522 0.276392 0.276345 2.73085 3.20003
0.55 12.907 35.5669 -0.000650911 0.000218091 -0.484795 0.260257 1.82297 3.48927 0.274615 0.274563 2.92697 3.98793
0.6 10.6867 41.5088 -0.000750041 0.000689148 -0.551766 0.390263 1.65035 3.90629 0.272924 0.272867 3.0987 4.68476
0.65 8.42383 44.2344 -0.000843374 0.00128036 -0.61434 0.435657 1.47706 4.07964 0.271316 0.271254 3.24665 5.24988
0.7 6.13672 44.7177 -0.000929974 0.00189412 -0.672031 0.427213 1.30434 4.0855 0.269784 0.26972 3.3715 5.69827
