0 -10 -10
0.05 -8.71681 -8.71681
0.1 -2.48578 -2.48578
0.15 11.723 11.723
0.2 32.0251 32.0251
0.25 47.121 47.121
0.3 51.2722 51.2722
0.35 51.5007 51.5007
0.4 50.3254 50.3254
0.45 47.1842 47.1842
0.5 39.8055 39.8055
0.55 23.7049 23.7049
0.6 -5.87947 -5.87947
0.65 35.4818 35.4818
0.7 21.3325 21.3325
0.75 3.53821 3.53821
0.8 -7.60447 -7.60447
0.85 -1.81431 -1.81431
0.9 -0.103983 -0.103983
0.95 3.9972 3.9972
1 9.45104 9.45104
1.05 15.2049 15.2049
1.1 20.1861 20.1861
1.15 23.67 23.67
1.2 25.449 25.449
1.25 25.7348 25.7348
1.3 24.9328 24.9328
1.35 23.4459 23.4459
1.4 21.5768 21.5768
1.45 19.5142 19.5142
1.5 17.3613 17.3613
1.55 15.1696 15.1696
1.6 12.9634 12.9634
1.65 10.7548 10.7548
1.7 8.55006 8.55006
1.75 6.35321 6.35321
1.8 4.16684 4.16684
1.85 1.9928 1.9928
1.9 -0.167678 -0.167678
1.95 -2.31387 -2.31387
2 -4.44553 -4.44553
2.05 -6.56289 -6.56289
2.1 -8.66666 -8.66666
2.15 -10.7581 -10.7581
2.2 -12.839 -12.839
2.25 -14.9122 -14.9122
2.3 -16.981 -16.981
2.35 -19.0502 -19.0502
2.4 -21.1262 -21.1262
2.45 -23.2169 -23.2169
2.5 -25.333 -25.333
2.55 -27.4876 -27.4876
2.6 -29.6973 -29.6973
2.65 -31.9827 -31.9827
2.7 -34.3683 -34.3683
2.75 -36.8823 -36.8823
2.8 -39.5559 -39.5559
2.85 -42.4195 -42.4195
2.9 -45.4967 -45.4967
2.95 -48.7905 -48.7905
3 -52.2641 -52.2641
3.05 -55.8191 -55.8191
3.1 -59.2841 -59.2841
3.15 -62.4364 -62.4364
3.2 -65.0702 -65.0702
3.25 -67.0771 -67.0771
3.3 -68.4787 -68.4787
3.35 -69.3882 -69.3882
3.4 -69.9456 -69.9456
3.45 -70.2723 -70.2723
3.5 -70.4563 -70.4563
3.55 -70.5547 -70.5547
3.6 -70.6028 -70.6028
3.65 -70.6215 -70.6215
3.7 -70.6231 -70.6231
3.75 -70.6146 -70.6146
3.8 -70.6002 -70.6002
3.85 -70.5822 -70.5822
3.9 -70.562 -70.562
3.95 -70.5405 -70.5405
4 -70.5182 -70.5182
4.05 -70.4954 -70.4954
4.1 -70.4722 -70.4722
4.15 -70.4487 -70.4487
4.2 -70.4251 -70.4251
4.25 -70.4014 -70.4014
4.3 -70.3775 -70.3775
4.35 -70.3536 -70.3536
4.4 -70.3297 -70.3297
4.45 -70.3057 -70.3057
4.5 -70.2817 -70.2817
4.55 -70.2576 -70.2576
4.6 -70.2335 -70.2335
4.65 -70.2094 -70.2094
4.7 -70.1853 -70.1853
4.75 -70.1612 -70.1612
4.8 -70.1371 -70.1371
4.85 -70.113 -70.113
4.9 -70.089 -70.089
4.95 -70.0649 -70.0649
5 -70.0409 -70.0409
5.05 -70.0169 -70.0169
5.1 -69.993 -69.993
5.15 -69.9691 -69.9691
5.2 -69.9453 -69.9453
5.25 -69.9216 -69.9216
5.3 -69.898 -69.898
5.35 -69.8744 -69.8744
5.4 -69.8509 -69.8509
5.45 -69.8276 -69.8276
5.5 -69.8043 -69.8043
5.55 -69.7812 -69.7812
