1.35 -27.745 23.0434 8.92723e+07 3.73561e+07 1.25373 -4.70451
1.4 -29.9415 21.0996 9.15846e+07 4.04295e+07 1.3654 -4.33241
1.45 -32.1605 18.9896 9.35165e+07 4.36758e+07 1.47231 -4.01189
1.5 -34.4236 16.8043 9.51092e+07 4.70991e+07 1.58019 -3.70521
1.55 -36.7531 14.5876 9.64101e+07 5.07014e+07 1.69398 -3.3961
1.6 -39.1701 12.3601 9.74655e+07 5.44832e+07 1.81768 -3.07913
1.65 -41.6929 10.1321 9.83173e+07 5.84447e+07 1.95437 -2.75411
1.7 -44.3336 7.90876 9.90006e+07 6.25852e+07 2.10618 -2.42346
1.75 -47.092 5.69351 9.95447e+07 6.69038e+07 2.27414 -2.09128
1.8 -49.9485 3.48844 9.99732e+07 7.13992e+07 2.45777 -1.76292
1.85 -52.8556 1.29495 1.00306e+08 7.607e+07 2.6546 -1.44455
1.9 -55.7327 -0.886212 1.00561e+08 8.09142e+07 2.85977 -1.14256
1.95 -58.4704 -3.0548 1.00754e+08 8.59297e+07 3.06618 -0.862853
2 -60.9488 -5.21107 1.00898e+08 9.11138e+07 3.26552 -0.609991
2.05 -63.0674 -7.35571 1.01006e+08 9.64631e+07 3.45017 -0.386639
2.1 -64.773 -9.48986 1.01088e+08 1.01973e+08 3.61514 -0.193289
2.15 -66.0697 -11.6152 1.01151e+08 1.07639e+08 3.75897 -0.0284018
2.2 -67.0059 -13.7339 1.01202e+08 1.13452e+08 3.88325 0.11114
2.25 -67.6521 -15.849 1.01244e+08 1.19402e+08 3.99128 0.229422
2.3 -68.0796 -17.9643 1.01279e+08 1.25473e+08 4.08675 0.330912
2.35 -68.3496 -20.0846 1.0131e+08 1.31641e+08 4.17294 0.419999
2.4 -68.5092 -22.216 1.01338e+08 1.37874e+08 4.25241 0.500705
2.45 -68.5927 -24.3658 1.01363e+08 1.4412e+08 4.327 0.576562
2.5 -68.624 -26.5426 1.01386e+08 1.50303e+08 4.39796 0.65061
2.55 -68.6195 -28.7565 1.01408e+08 1.56318e+08 4.46612 0.725492
2.6 -68.5902 -31.0191 1.01428e+08 1.62018e+08 4.53203 0.803601
2.65 -68.5436 -33.3448 1.01448e+08 1.67227e+08 4.59601 0.88729
2.7 -68.4847 -35.7528 1.01466e+08 1.7176e+08 4.65827 0.979123
2.75 -68.4171 -38.27 1.01484e+08 1.75474e+08 4.71892 1.08212
2.8 -68.3428 -40.9313 1.01502e+08 1.7832e+08 4.77804 1.19984
2.85 -68.2636 -43.7731 1.01519e+08 1.80364e+08 4.83566 1.33603
2.9 -68.1804 -46.82 1.01537e+08 1.81753e+08 4.8918 1.49388
2.95 -68.0942 -50.066 1.01554e+08 1.82658e+08 4.94646 1.67497
3 -68.0052 -53.4549 1.0157e+08 1.83235e+08 4.99965 1.8781
3.05 -67.9141 -56.8637 1.01587e+08 1.83599e+08 5.05137 2.09823
3.1 -67.8209 -60.1056 1.01604e+08 1.83831e+08 5.10162 2.32611
3.15 -67.7259 -62.9681 1.01621e+08 1.8398e+08 5.1504 2.54971
3.2 -67.6292 -65.2853 1.01638e+08 1.8408e+08 5.19773 2.75778
3.25 -67.531 -66.9993 1.01655e+08 1.8415e+08 5.2436 2.94355
3.3 -67.4313 -68.1653 1.01673e+08 1.84202e+08 5.28802 3.1061
3.35 -67.3302 -68.9026 1.0169e+08 1.84243e+08 5.33102 3.24867
3.4 -67.2276 -69.3394 1.01708e+08 1.84276e+08 5.3726 3.376
3.45 -67.1238 -69.5807 1.01725e+08 1.84304e+08 5.41278 3.49242
3.5 -67.0186 -69.7004 1.01744e+08 1.84329e+08 5.45157 3.60115
3.55 -66.9122 -69.7465 1.01762e+08 1.84351e+08 5.48901 3.70432
3.6 -66.8045 -69.7485 1.0178e+08 1.84371e+08 5.5251 3.80325
3.65 -66.6956 -69.7239 1.01799e+08 1.8439e+08 5.55986 3.89872
3.7 -66.5854 -69.6832 1.01818e+08 1.84408e+08 5.59333 3.99119
3.75 -66.4742 -69.6324 1.01838e+08 1.84424e+08 5.62553 4.08094
3.8 -66.3617 -69.575 1.01858e+08 1.8444e+08 5.65647 4.16811
3.85 -66.2482 -69.5132 1.01878e+08 1.84456e+08 5.68618 4.2528
3.9 -66.1335 -69.4483 1.01898e+08 1.84471e+08 5.71469 4.33507
3.95 -66.0178 -69.3809 1.01919e+08 1.84485e+08 5.74202 4.41497
4 -65.901 -69.3114 1.0194e+08 1.845e+08 5.7682 4.49254
4.05 -65.7832 -69.2403 1.01962e+08 1.84514e+08 5.79324 4.56781
4.1 -65.6643 -69.1676 1.01984e+08 1.84528e+08 5.81719 4.64082
4.15 -65.5445 -69.0934 1.02006e+08 1.84542e+08 5.84005 4.71159
4.2 -65.4238 -69.0178 1.02029e+08 1.84556e+08 5.86186 4.78019
4.25 -65.3021 -68.9408 1.02052e+08 1.8457e+08 5.88264 4.84663
4.3 -65.1795 -68.8625 1.02076e+08 1.84584e+08 5.90242 4.91096
4.35 -65.0561 -68.7829 1.021e+08 1.84598e+08 5.92121 4.97322
4.4 -64.9318 -68.7019 1.02124e+08 1.84612e+08 5.93905 5.03345
4.45 -64.8068 -68.6196 1.02149e+08 1.84626e+08 5.95595 5.09171
4.5 -64.6809 -68.536 1.02174e+08 1.84641e+08 5.97194 5.14802
4.55 -64.5543 -68.4511 1.022e+08 1.84655e+08 5.98705 5.20244
4.6 -64.427 -68.3649 1.02227e+08 1.8467e+08 6.00129 5.255
4.65 -64.299 -68.2774 1.02254e+08 1.84685e+08 6.0147 5.30575
4.7 -64.1703 -68.1886 1.02281e+08 1.847e+08 6.02728 5.35473
4.75 -64.041 -68.0985 1.02309e+08 1.84715e+08 6.03907 5.40199
4.8 -63.9112 -68.0072 1.02338e+08 1.8473e+08 6.05008 5.44756
4.85 -63.7808 -67.9145 1.02367e+08 1.84746e+08 6.06034 5.49149
4.9 -63.6498 -67.8206 1.02397e+08 1.84761e+08 6.06987 5.53381
4.95 -63.5184 -67.7254 1.02427e+08 1.84777e+08 6.07868 5.57457
5 -63.3866 -67.6289 1.02458e+08 1.84794e+08 6.0868 5.61381
5.05 -63.2543 -67.5312 1.0249e+08 1.8481e+08 6.09425 5.65155
5.1 -63.1216 -67.4322 1.02522e+08 1.84827e+08 6.10105 5.68785
5.15 -62.9886 -67.332 1.02555e+08 1.84844e+08 6.10721 5.72273
5.2 -62.8552 -67.2306 1.02588e+08 1.84861e+08 6.11276 5.75624
5.25 -62.7216 -67.128 1.02622e+08 1.84878e+08 6.11772 5.7884
5.3 -62.5877 -67.0242 1.02657e+08 1.84896e+08 6.12209 5.81925
5.35 -62.4536 -66.9192 1.02693e+08 1.84914e+08 6.12591 5.84883
5.4 -62.3194 -66.813 1.02729e+08 1.84933e+08 6.12918 5.87716
5.45 -62.185 -66.7056 1.02766e+08 1.84951e+08 6.13193 5.90429
5.5 -62.0504 -66.5972 1.02804e+08 1.8497e+08 6.13417 5.93023
5.55 -61.9158 -66.4876 1.02842e+08 1.84989e+08 6.13591 5.95502
5.6 -61.7811 -66.3769 1.02881e+08 1.85009e+08 6.13718 5.97869
5.65 -61.6465 -66.2651 1.02921e+08 1.85029e+08 6.13799 6.00127
5.7 -61.5118 -66.1523 1.02962e+08 1.85049e+08 6.13835 6.02279
5.75 -61.3771 -66.0384 1.03004e+08 1.8507e+08 6.13828 6.04328
5.8 -61.2426 -65.9235 1.03046e+08 1.85091e+08 6.13779 6.06275
5.85 -61.1081 -65.8076 1.03089e+08 1.85112e+08 6.1369 6.08125
5.9 -60.9738 -65.6908 1.03133e+08 1.85134e+08 6.13563 6.09878
5.95 -60.8396 -65.573 1.03178e+08 1.85156e+08 6.13397 6.11539
6 -60.7056 -65.4542 1.03224e+08 1.85179e+08 6.13196 6.1311
6.05 -60.5718 -65.3346 1.03271e+08 1.85202e+08 6.1296 6.14592
6.1 -60.4383 -65.2141 1.03318e+08 1.85226e+08 6.1269 6.15988
6.15 -60.305 -65.0928 1.03367e+08 1.8525e+08 6.12388 6.17301
6.2 -60.172 -64.9706 1.03416e+08 1.85274e+08 6.12054 6.18533
6.25 -60.0392 -64.8477 1.03467e+08 1.85299e+08 6.1169 6.19686
6.3 -59.9069 -64.7239 1.03518e+08 1.85324e+08 6.11297 6.20762
6.35 -59.7748 -64.5995 1.0357e+08 1.8535e+08 6.10876 6.21764
6.4 -59.6432 -64.4744 1.03623e+08 1.85376e+08 6.10429 6.22693
6.45 -59.5119 -64.3486 1.03677e+08 1.85403e+08 6.09955 6.23552
6.5 -59.381 -64.2221 1.03733e+08 1.8543e+08 6.09456 6.24342
6.55 -59.2505 -64.0951 1.03789e+08 1.85458e+08 6.08933 6.25065
6.6 -59.1205 -63.9675 1.03846e+08 1.85486e+08 6.08388 6.25724
6.65 -58.9909 -63.8393 1.03904e+08 1.85515e+08 6.07819 6.26321
6.7 -58.8617 -63.7106 1.03964e+08 1.85545e+08 6.0723 6.26856
6.75 -58.7331 -63.5815 1.04024e+08 1.85575e+08 6.0662 6.27332
6.8 -58.6049 -63.4519 1.04085e+08 1.85606e+08 6.05989 6.27751
6.85 -58.4772 -63.3219 1.04148e+08 1.85637e+08 6.0534 6.28115
6.9 -58.35 -63.1915 1.04211e+08 1.85669e+08 6.04672 6.28424
6.95 -58.2233 -63.0607 1.04276e+08 1.85701e+08 6.03987 6.28682
7 -58.0971 -62.9297 1.04342e+08 1.85734e+08 6.03284 6.28888
7.05 -57.9714 -62.7984 1.04408e+08 1.85768e+08 6.02565 6.29046
7.1 -57.8462 -62.6668 1.04476e+08 1.85803e+08 6.0183 6.29157
7.15 -57.7215 -62.535 1.04546e+08 1.85838e+08 6.01079 6.29221
7.2 -57.5974 -62.403 1.04616e+08 1.85874e+08 6.00314 6.29241
7.25 -57.4738 -62.2709 1.04687e+08 1.8591e+08 5.99534 6.29218
7.3 -57.3506 -62.1386 1.0476e+08 1.85947e+08 5.9874 6.29154
7.35 -57.228 -62.0063 1.04833e+08 1.85985e+08 5.97933 6.29049
7.4 -57.1059 -61.8739 1.04908e+08 1.86024e+08 5.97112 6.28906
7.45 -56.9843 -61.7415 1.04984e+08 1.86064e+08 5.96279 6.28726
7.5 -56.8631 -61.6091 1.05062e+08 1.86104e+08 5.95433 6.28509
7.55 -56.7425 -61.4767 1.0514e+08 1.86145e+08 5.94575 6.28257
7.6 -56.6223 -61.3444 1.0522e+08 1.86187e+08 5.93705 6.27972
7.65 -56.5026 -61.2121 1.05301e+08 1.86229e+08 5.92824 6.27654
7.7 -56.3833 -61.08 1.05383e+08 1.86273e+08 5.91931 6.27305
7.75 -56.2645 -60.948 1.05467e+08 1.86317e+08 5.91027 6.26926
7.8 -56.1461 -60.8162 1.05551e+08 1.86362e+08 5.90113 6.26519
7.85 -56.0281 -60.6846 1.05637e+08 1.86408e+08 5.89187 6.26083
7.9 -55.9104 -60.5532 1.05724e+08 1.86455e+08 5.8825 6.2562
7.95 -55.7932 -60.4221 1.05813e+08 1.86503e+08 5.87303 6.25131
8 -55.6763 -60.2912 1.05903e+08 1.86552e+08 5.86346 6.24618
8.05 -55.5597 -60.1605 1.05994e+08 1.86601e+08 5.85377 6.24081
8.1 -55.4434 -60.0302 1.06086e+08 1.86652e+08 5.84399 6.23521
8.15 -55.3274 -59.9002 1.0618e+08 1.86703e+08 5.83409 6.22938
8.2 -55.2116 -59.7706 1.06275e+08 1.86755e+08 5.82409 6.22335
8.25 -55.0961 -59.6413 1.06371e+08 1.86809e+08 5.81399 6.21711
8.3 -54.9808 -59.5124 1.06469e+08 1.86863e+08 5.80377 6.21068
8.35 -54.8657 -59.3839 1.06568e+08 1.86918e+08 5.79345 6.20406
8.4 -54.7507 -59.2557 1.06669e+08 1.86975e+08 5.78302 6.19726
8.45 -54.6357 -59.128 1.06771e+08 1.87032e+08 5.77247 6.19028
8.5 -54.5209 -59.0007 1.06874e+08 1.8709e+08 5.76181 6.18314
8.55 -54.4061 -58.8739 1.06979e+08 1.87149e+08 5.75103 6.17584
8.6 -54.2913 -58.7475 1.07085e+08 1.8721e+08 5.74013 6.16838
8.65 -54.1764 -58.6215 1.07192e+08 1.87271e+08 5.7291 6.16078
8.7 -54.0615 -58.496 1.07301e+08 1.87333e+08 5.71795 6.15304
8.75 -53.9464 -58.371 1.07412e+08 1.87397e+08 5.70666 6.14516
8.8 -53.8311 -58.2465 1.07523e+08 1.87461e+08 5.69524 6.13714
8.85 -53.7156 -58.1224 1.07637e+08 1.87527e+08 5.68368 6.12901
8.9 -53.5998 -57.9988 1.07752e+08 1.87593e+08 5.67197 6.12074
8.95 -53.4836 -57.8757 1.07868e+08 1.87661e+08 5.6601 6.11237
9 -53.3671 -57.753 1.07986e+08 1.8773e+08 5.64808 6.10387
9.05 -53.25 -57.6308 1.08106e+08 1.878e+08 5.63589 6.09527
9.1 -53.1324 -57.5091 1.08227e+08 1.87871e+08 5.62352 6.08656
9.15 -53.0142 -57.3878 1.08349e+08 1.87944e+08 5.61097 6.07775
9.2 -52.8953 -57.267 1.08474e+08 1.88017e+08 5.59823 6.06884
9.25 -52.7756 -57.1467 1.08599e+08 1.88092e+08 5.58529 6.05983
9.3 -52.655 -57.0268 1.08727e+08 1.88167e+08 5.57213 6.05072
9.35 -52.5335 -56.9073 1.08856e+08 1.88244e+08 5.55875 6.04152
9.4 -52.4109 -56.7883 1.08987e+08 1.88323e+08 5.54513 6.03223
9.45 -52.2871 -56.6697 1.0912e+08 1.88402e+08 5.53125 6.02285
9.5 -52.162 -56.5514 1.09254e+08 1.88482e+08 5.51711 6.01338
9.55 -52.0355 -56.4336 1.09391e+08 1.88564e+08 5.50269 6.00382
9.6 -51.9074 -56.3161 1.09529e+08 1.88647e+08 5.48796 5.99418
9.65 -51.7776 -56.199 1.09669e+08 1.88731e+08 5.47291 5.98445
9.7 -51.6459 -56.0822 1.09811e+08 1.88817e+08 5.45752 5.97463
9.75 -51.5121 -55.9657 1.09955e+08 1.88903e+08 5.44176 5.96473
9.8 -51.3761 -55.8495 1.10101e+08 1.88991e+08 5.42561 5.95474
9.85 -51.2376 -55.7336 1.10248e+08 1.89081e+08 5.40903 5.94467
9.9 -51.0964 -55.6179 1.10399e+08 1.89171e+08 5.39201 5.93451
9.95 -50.9522 -55.5025 1.10551e+08 1.89263e+08 5.37449 5.92426
10 -50.8048 -55.3872 1.10705e+08 1.89356e+08 5.35644 5.91392
10.05 -50.6538 -55.2721 1.10862e+08 1.89451e+08 5.33783 5.90348
10.1 -50.4989 -55.1572 1.11021e+08 1.89546e+08 5.31859 5.89296
10.15 -50.3397 -55.0423 1.11182e+08 1.89643e+08 5.29869 5.88234
10.2 -50.1758 -54.9275 1.11346e+08 1.89742e+08 5.27805 5.87162
10.25 -50.0067 -54.8127 1.11513e+08 1.89842e+08 5.25662 5.8608
10.3 -49.8318 -54.698 1.11682e+08 1.89943e+08 5.23432 5.84987
10.35 -49.6507 -54.5831 1.11854e+08 1.90045e+08 5.21107 5.83884
10.4 -49.4624 -54.4682 1.12029e+08 1.90149e+08 5.18677 5.8277
10.45 -49.2664 -54.3532 1.12208e+08 1.90254e+08 5.16131 5.81644
10.5 -49.0618 -54.2379 1.12389e+08 1.90361e+08 5.13458 5.80505
10.55 -48.8474 -54.1225 1.12574e+08 1.90469e+08 5.10643 5.79354
10.6 -48.6223 -54.0067 1.12762e+08 1.90579e+08 5.0767 5.7819
10.65 -48.385 -53.8907 1.12955e+08 1.9069e+08 5.04522 5.77012
10.7 -48.1341 -53.7742 1.13151e+08 1.90803e+08 5.01176 5.7582
10.75 -47.8678 -53.6572 1.13351e+08 1.90917e+08 4.9761 5.74612
10.8 -47.5841 -53.5397 1.13557e+08 1.91032e+08 4.93792 5.73388
10.85 -47.2804 -53.4216 1.13767e+08 1.9115e+08 4.89691 5.72148
10.9 -46.9541 -53.3028 1.13982e+08 1.91268e+08 4.85266 5.70889
10.95 -46.6016 -53.1833 1.14204e+08 1.91389e+08 4.80471 5.69611
11 -46.2189 -53.0628 1.14431e+08 1.9151e+08 4.75247 5.68314
11.05 -45.8013 -52.9415 1.14666e+08 1.91634e+08 4.69529 5.66995
11.1 -45.3427 -52.819 1.14909e+08 1.91759e+08 4.63233 5.65654
11.15 -44.836 -52.6954 1.1516e+08 1.91886e+08 4.56259 5.64289
11.2 -44.2722 -52.5706 1.1542e+08 1.92015e+08 4.48482 5.62898
11.25 -43.6404 -52.4443 1.15692e+08 1.92145e+08 4.3975 5.6148
11.3 -42.9266 -52.3164 1.15975e+08 1.92277e+08 4.29869 5.60033
11.35 -42.1133 -52.1869 1.16273e+08 1.92411e+08 4.18593 5.58555
11.4 -41.1779 -52.0555 1.16588e+08 1.92547e+08 4.05609 5.57044
11.45 -40.0913 -51.922 1.16922e+08 1.92684e+08 3.90512 5.55497
11.5 -38.8153 -51.7863 1.17279e+08 1.92824e+08 3.72771 5.53911
11.55 -37.2998 -51.6482 1.17665e+08 1.92966e+08 3.51688 5.52285
11.6 -35.4779 -51.5073 1.18084e+08 1.93109e+08 3.26333 5.50614
11.65 -33.2606 -51.3636 1.18547e+08 1.93255e+08 2.95472 5.48895
11.7 -30.5301 -51.2166 1.19063e+08 1.93403e+08 2.57468 5.47124
11.75 -27.1332 -51.066 1.19649e+08 1.93553e+08 2.10195 5.45297
11.8 -22.8809 -50.9116 1.20324e+08 1.93705e+08 1.51035 5.43408
11.85 -17.5658 -50.7528 1.21117e+08 1.9386e+08 0.771187 5.41454
11.9 -11.0243 -50.5894 1.2206e+08 1.94017e+08 -0.138045 5.39426
11.95 -3.2802 -50.4208 1.2319e+08 1.94176e+08 -1.21362 5.3732
12 5.23275 -50.2465 1.2453e+08 1.94339e+08 -2.3951 5.35127
12.05 13.5452 -50.0658 1.26073e+08 1.94504e+08 -3.5488 5.32838
12.1 20.442 -49.8781 1.27774e+08 1.94671e+08 -4.50707 5.30444
12.15 25.118 -49.6826 1.29579e+08 1.94842e+08 -5.15445 5.27935
12.2 27.541 -49.4784 1.31466e+08 1.95016e+08 -5.48062 5.25297
12.25 28.1961 -49.2646 1.33451e+08 1.95193e+08 -5.55392 5.22516
12.3 27.6493 -49.0398 1.35563e+08 1.95374e+08 -5.45884 5.19577
12.35 26.3298 -48.8029 1.37828e+08 1.95559e+08 -5.25857 5.16459
12.4 24.5137 -48.5523 1.40267e+08 1.95747e+08 -4.99182 5.13142
12.45 22.3713 -48.2861 1.42892e+08 1.95939e+08 -4.68162 5.096
12.5 20.0114 -48.0023 1.45711e+08 1.96136e+08 -4.34255 5.05803
12.55 17.507 -47.6983 1.48728e+08 1.96338e+08 -3.98472 5.01715
12.6 14.9103 -47.3713 1.51941e+08 1.96545e+08 -3.61555 4.97296
12.65 12.2596 -47.0178 1.55347e+08 1.96758e+08 -3.24076 4.92497
12.7 9.584 -46.6336 1.58939e+08 1.96977e+08 -2.86481 4.87257
12.75 6.90512 -46.2135 1.62706e+08 1.97202e+08 -2.49125 4.81506
12.8 4.23935 -45.7515 1.66634e+08 1.97436e+08 -2.12291 4.75156
12.85 1.59879 -45.2401 1.70704e+08 1.97677e+08 -1.76205 4.681
12.9 -1.00774 -44.6697 1.74894e+08 1.97928e+08 -1.41053 4.60206
12.95 -3.57397 -44.0288 1.79174e+08 1.9819e+08 -1.06984 4.51307
13 -6.0956 -43.3025 1.83511e+08 1.98463e+08 -0.741178 4.41195
13.05 -8.56987 -42.472 1.87862e+08 1.98751e+08 -0.425511 4.29602
13.1 -10.9953 -41.5127 1.92178e+08 1.99056e+08 -0.123542 4.16182
13.15 -13.3716 -40.3929 1.96405e+08 1.99379e+08 0.164297 4.00484
13.2 -15.6997 -39.0703 2.00481e+08 1.99726e+08 0.437894 3.81911
13.25 -17.9824 -37.4885 2.04346e+08 2.00101e+08 0.697525 3.59666
13.3 -20.2243 -35.5718 2.07943e+08 2.00511e+08 0.94393 3.32674
13.35 -22.4326 -33.2172 2.11223e+08 2.00965e+08 1.17836 2.9948
13.4 -24.6175 -30.2863 2.14154e+08 2.01475e+08 1.40261 2.58124
13.45 -26.7919 -26.5958 2.16725e+08 2.02057e+08 1.61894 2.06014
13.5 -28.9716 -21.9166 2.1894e+08 2.02735e+08 1.83005 1.39902
13.55 -31.1747 -15.9972 2.20821e+08 2.03538e+08 2.0389 0.562285
13.6 -33.4214 -8.6545 2.22401e+08 2.04503e+08 2.24862 -0.476065
13.65 -35.7328 0.0155585 2.23715e+08 2.05667e+08 2.46239 -1.70257
13.7 -38.1306 9.33709 2.24801e+08 2.07047e+08 2.68333 -3.0225
13.75 -40.635 17.9891 2.25691e+08 2.08613e+08 2.91428 -4.2517
13.8 -43.2618 24.5957 2.26416e+08 2.10302e+08 3.15754 -5.19554
13.85 -46.017 28.5756 2.27001e+08 2.12061e+08 3.41437 -5.76242
13.9 -48.8892 30.2677 2.27466e+08 2.1389e+08 3.68422 -5.99334
13.95 -51.8404 30.3679 2.27831e+08 2.15818e+08 3.96391 -5.9929
14 -54.798 29.4669 2.28112e+08 2.17877e+08 4.24679 -5.85258
14.05 -57.6545 27.9432 2.28324e+08 2.20093e+08 4.52272 -5.628
14.1 -60.2819 26.0189 2.28483e+08 2.22484e+08 4.77949 -5.34938
14.15 -62.5616 23.8267 2.28601e+08 2.25061e+08 5.00568 -5.03415
14.2 -64.4187 21.4518 2.2869e+08 2.27833e+08 5.19397 -4.69363
14.25 -65.8406 18.9533 2.28758e+08 2.30802e+08 5.34295 -4.33598
14.3 -66.8695 16.3744 2.28812e+08 2.3397e+08 5.45649 -3.96737
14.35 -67.5779 13.7478 2.28856e+08 2.37333e+08 5.54141 -3.59257
14.4 -68.0443 11.0986 2.28893e+08 2.40888e+08 5.60508 -3.21535
14.45 -68.3371 8.44603 2.28925e+08 2.44624e+08 5.65393 -2.83864
14.5 -68.5097 5.80484 2.28953e+08 2.48532e+08 5.69289 -2.46475
14.55 -68.6006 3.18601 2.28978e+08 2.52597e+08 5.72545 -2.09548
14.6 -68.6364 0.597667 2.29002e+08 2.56799e+08 5.75397 -1.73223
14.65 -68.6352 -1.95433 2.29024e+08 2.61117e+08 5.77999 -1.37607
14.7 -68.6088 -4.4659 2.29044e+08 2.6552e+08 5.80447 -1.02784
14.75 -68.5653 -6.9343 2.29064e+08 2.69973e+08 5.82802 -0.68819
14.8 -68.5098 -9.35791 2.29083e+08 2.74434e+08 5.851 -0.357611
14.85 -68.4457 -11.736 2.29101e+08 2.78852e+08 5.8736 -0.0364393
14.9 -68.3755 -14.069 2.29119e+08 2.8317e+08 5.89593 0.275143
14.95 -68.3006 -16.3582 2.29136e+08 2.87324e+08 5.91804 0.577156
15 -68.2221 -18.6067 2.29153e+08 2.91252e+08 5.93993 0.869884
15.05 -68.1406 -20.8198 2.2917e+08 2.94893e+08 5.96159 1.15396
15.1 -68.0567 -23.0051 2.29187e+08 2.98199e+08 5.98299 1.43042
15.15 -67.9706 -25.1735 2.29204e+08 3.01139e+08 6.00409 1.70081
15.2 -67.8827 -27.3389 2.29221e+08 3.03701e+08 6.02486 1.96709
15.25 -67.793 -29.5179 2.29238e+08 3.05895e+08 6.04527 2.23166
15.3 -67.7017 -31.7294 2.29254e+08 3.07747e+08 6.06527 2.49725
15.35 -67.6089 -33.9945 2.29271e+08 3.09292e+08 6.08485 2.7668
15.4 -67.5147 -36.3352 2.29289e+08 3.1057e+08 6.10397 3.0434
15.45 -67.4191 -38.7735 2.29306e+08 3.11619e+08 6.12261 3.33009
15.5 -67.322 -41.3296 2.29323e+08 3.12475e+08 6.14074 3.62963
15.55 -67.2237 -44.0177 2.29341e+08 3.13168e+08 6.15835 3.94404
15.6 -67.124 -46.8399 2.29359e+08 3.13722e+08 6.17541 4.27382
15.65 -67.0231 -49.7778 2.29377e+08 3.1416e+08 6.19192 4.61696
15.7 -66.9209 -52.7816 2.29395e+08 3.145e+08 6.20787 4.96767
15.75 -66.8175 -55.7638 2.29414e+08 3.1476e+08 6.22323 5.31559
15.8 -66.7129 -58.6022 2.29432e+08 3.14955e+08 6.23802 5.64627
15.85 -66.6071 -61.1611 2.29452e+08 3.15099e+08 6.25222 5.94371
15.9 -66.5001 -63.3274 2.29471e+08 3.15207e+08 6.26582 6.19469
15.95 -66.3919 -65.0442 2.29491e+08 3.15287e+08 6.27884 6.39274
16 -66.2826 -66.3214 2.29511e+08 3.15349e+08 6.29125 6.53935
16.05 -66.1723 -67.2195 2.29531e+08 3.15399e+08 6.30308 6.64197
16.1 -66.0608 -67.8203 2.29552e+08 3.1544e+08 6.31431 6.71057
16.15 -65.9483 -68.2037 2.29573e+08 3.15475e+08 6.32495 6.75477
16.2 -65.8347 -68.4354 2.29594e+08 3.15505e+08 6.33501 6.78241
16.25 -65.7201 -68.5643 2.29616e+08 3.15532e+08 6.34448 6.79924
16.3 -65.6045 -68.6246 2.29638e+08 3.15556e+08 6.35338 6.80925
16.35 -65.488 -68.6394 2.29661e+08 3.15579e+08 6.36171 6.81505
16.4 -65.3705 -68.624 2.29684e+08 3.156e+08 6.36948 6.81835
16.45 -65.2521 -68.5883 2.29707e+08 3.15621e+08 6.37669 6.82023
16.5 -65.1328 -68.5389 2.29731e+08 3.1564e+08 6.38335 6.82135
16.55 -65.0127 -68.4799 2.29755e+08 3.15658e+08 6.38947 6.82213
16.6 -64.8917 -68.4142 2.2978e+08 3.15676e+08 6.39506 6.82281
16.65 -64.77 -68.3435 2.29805e+08 3.15694e+08 6.40013 6.82353
16.7 -64.6474 -68.2691 2.29831e+08 3.15711e+08 6.40468 6.82436
